dispName,scoreName,team,innings,batAvg,batSR,careerBalls,bowlAvg,bowlEcon,bowlSR,batHand,bowlType
34,Kuldeep Yadav,Kuldeep Yadav,INDIA,6,8.50,31.67,989.0,24.12,3.51,41.2,Left-hand bat,Slow left-arm chinaman
35,Nilesh Kulkarni,NM Kulkarni,INDIA,1,4.00,10.52,318.0,137.00,2.58,318.0,Left-hand bat,Slow left-arm orthodox
36,Bhuvneshwar Kumar,B Kumar,INDIA,29,22.08,45.06,3348.0,26.09,2.94,53.1,Right-hand bat,Right-arm medium
37,Praveen Kumar,P Kumar,INDIA,10,14.90,93.71,1611.0,25.81,2.59,59.6,Right-hand bat,Right-arm medium
38,Lahiru Kumara,CBRLS Kumara,SL,28,3.71,29.21,3905.0,36.58,3.76,58.2,Left-hand bat,Right-arm fast
39,Anil Kumble,A Kumble,INDIA,92,17.52,39.14,21735.0,30.98,2.93,63.3,Right-hand bat,Legbreak googly
40,Marnus Labuschagne,M Labuschagne,AUS,23,63.43,56.52,756.0,38.66,3.68,63.0,Right-hand bat,Legbreak
41,Suranga Lakmal,RAS Lakmal,SL,95,11.61,48.43,11099.0,37.42,3.05,73.5,Right-hand bat,Right-arm fast-medium
42,Chamila Gamage,MKGCP Lakshitha,SL,3,14.00,84.00,288.0,31.60,3.29,57.6,Right-hand bat,Right-arm fast-medium
43,Greg Lamb,GA Lamb,ZIM,2,23.00,38.33,192.0,47.00,4.40,64.0,Right-hand bat,Right-arm offbreak
44,Justin Langer,JL Langer,AUS,121,47.83,58.39,6.0,-,3.00,-,Left-hand bat,Right-arm medium
45,Charl Langeveldt,CK Langeveldt,SA,4,8.00,30.76,999.0000000000001,37.06,3.56,62.4,Right-hand bat,Right-arm fast-medium
46,Brian Lara,BC Lara,ICC/WI,103,58.24,59.25,-,-,-,-,Left-hand bat,Legbreak googly
47,Tom Latham,TWM Latham,NZ,92,42.34,46.66,-,-,-,-,Left-hand bat,Right-arm medium
48,Jermaine Lawson,JJC Lawson,WI,21,3.46,29.37,2364.0,29.64,3.83,46.3,Right-hand bat,Right-arm fast-medium
49,VVS Laxman,VVS Laxman,INDIA,192,49.36,49.95,174.0,29.00,2.00,87.0,Right-hand bat,Right-arm offbreak
50,Jack Leach,MJ Leach,ENG,18,18.33,39.71,2072.0,29.02,2.85,60.9,Left-hand bat,Slow left-arm orthodox
51,Brett Lee,B Lee,AUS,83,19.13,52.10,15157.999999999998,33.13,3.51,56.5,Right-hand bat,Right-arm fast
52,Darren Lehmann,DS Lehmann,AUS,34,49.06,62.62,871.9999999999999,28.23,2.52,67.0,Left-hand bat,Slow left-arm orthodox
53,Jon Lewis,J Lewis,ENG,2,13.50,60.00,246.0,40.66,2.97,82.0,Right-hand bat,Right-arm medium
54,Rawl Lewis,RN Lewis,WI,4,15.75,63.63,298.0,46.00,2.77,99.3,Right-hand bat,Legbreak googly
55,Shermon Lewis,SH Lewis,WI,4,6.00,36.36,240.0,54.00,4.05,80.0,Right-hand bat,Right-arm fast
56,George Linde,GF Linde,SA,2,32.00,47.05,186.0,33.25,4.29,46.5,Left-hand bat,Slow left-arm orthodox
57,Liton Das,Liton Das,BDESH,34,26.03,57.76,-,-,-,-,Right-hand bat,-
58,Dulip Liyanage,DK Liyanage,SL,1,3.00,17.64,84.0,-,3.14,-,Left-hand bat,Right-arm fast-medium
59,Kaushal Lokuarachchi,KS Lokuarachchi,SL,5,23.50,58.02,594.0,59.00,2.97,118.8,Right-hand bat,Legbreak
60,Martin Love,ML Love,AUS,8,46.60,48.94,-,-,-,-,Right-hand bat,Right-arm offbreak
61,Nathan Lyon,NM Lyon,AUS,123,12.27,46.99,24568.0,31.58,3.00,62.9,Right-hand bat,Right-arm offbreak
62,Adam Lyth,A Lyth,ENG,13,20.38,50.09,6.0,-,0.00,-,Left-hand bat,Right-arm offbreak
63,Andy McBrine,AR McBrine,IRE,4,4.50,23.37,300.0,53.00,3.18,100.0,Left-hand bat,Right-arm offbreak
64,Brendon McCullum,BB McCullum,NZ,176,38.64,64.60,175.0,88.00,3.01,175.0,Right-hand bat,"Right-arm medium, Right-arm offbreak"
65,Andrew McDonald,AB McDonald,AUS,6,21.40,49.30,732.0,33.33,2.45,81.3,Right-hand bat,Right-arm fast-medium
66,Bryce McGain,BE McGain,AUS,2,1.00,12.50,108.0,-,8.27,-,Right-hand bat,Legbreak googly
67,Neil McGarrell,NC McGarrell,WI,6,15.25,28.37,1212.0,26.64,2.24,71.2,Right-hand bat,Slow left-arm orthodox
68,Stuart MacGill,SCG MacGill,AUS,26,8.35,60.42,7892.0,31.09,3.30,56.3,Right-hand bat,Legbreak googly
69,Anthony McGrath,A McGrath,ENG,5,40.20,50.00,102.0,14.00,3.29,25.5,Right-hand bat,Right-arm medium
70,Glenn McGrath,GD McGrath,AUS,59,10.09,45.49,13540.0,21.28,2.43,52.4,Right-hand bat,Right-arm fast-medium
71,Tim McIntosh,TG McIntosh,NZ,33,27.54,36.20,-,-,-,-,Left-hand bat,-
72,Andy McKay,AJ McKay,NZ,2,25.00,45.45,186.0,120.00,3.87,186.0,Right-hand bat,Left-arm fast-medium
73,Clint McKay,CJ McKay,AUS,1,10.00,66.66,168.0,101.00,3.60,168.0,Right-hand bat,Right-arm fast-medium
74,Neil McKenzie,ND McKenzie,SA,82,38.72,42.17,90.0,-,4.53,-,Right-hand bat,Right-arm medium
75,Ryan McLaren,R McLaren,SA,3,23.50,43.51,264.0,54.00,3.68,88.0,Left-hand bat,Right-arm medium-fast
76,Nixon McLean,NAM McLean,WI,6,4.33,28.57,569.0,44.00,3.71,71.1,Left-hand bat,Right-arm fast
77,Craig McMillan,CD McMillan,NZ,43,34.40,55.01,1015.0,43.07,3.31,78.0,Right-hand bat,Right-arm medium
78,Nic Maddinson,NJ Maddinson,AUS,4,6.75,34.61,36.0,-,4.50,-,Left-hand bat,Slow left-arm orthodox
79,Keshav Maharaj,KA Maharaj,SA,48,15.30,60.48,6678.0,33.19,3.28,60.7,Right-hand bat,Slow left-arm orthodox
80,Farveez Maharoof,MF Maharoof,SL,34,18.53,39.60,2940.0,65.24,3.32,117.6,Right-hand bat,Right-arm fast-medium
81,Mahbubul Alam,Mahbubul Alam,BDESH,7,1.25,6.94,587.0,62.80,3.20,117.4,Right-hand bat,Right-arm medium-fast
82,Sajid Mahmood,SI Mahmood,ENG,11,8.10,50.31,1130.0,38.10,4.04,56.5,Right-hand bat,Right-arm fast-medium
83,Mahmudullah,Mahmudullah,BDESH,93,31.77,53.37,3398.9999999999995,45.32,3.44,79.0,Right-hand bat,Right-arm offbreak
84,Blessing Mahwire,NB Mahwire,ZIM,17,13.36,42.48,1287.0,50.83,4.26,71.5,Right-hand bat,Right-arm fast-medium
85,Dawid Malan,DJ Malan,ENG,26,27.84,41.08,156.0,-,2.69,-,Left-hand bat,Legbreak
86,Pieter Malan,PJ Malan,SA,6,26.00,29.43,12.0,-,2.50,-,Right-hand bat,Right-arm medium-fast
87,Lasith Malinga,SL Malinga,SL,37,11.45,44.42,5209.0,33.15,3.85,51.5,Right-hand bat,Right-arm fast
88,Manjurul Islam,Manjural Islam,BDESH,33,3.68,21.65,2970.0,57.32,3.24,106.0,Left-hand bat,Left-arm fast-medium
89,Graham Manou,GA Manou,AUS,2,21.00,53.84,-,-,-,-,Right-hand bat,-
90,Manzarul Islam,Manjural Islam Rana,BDESH,11,25.70,37.13,749.0,80.20,3.21,149.8,Left-hand bat,Slow left-arm orthodox
91,Alester Maregwede,A Maregwede,ZIM,4,18.50,54.41,-,-,-,-,Right-hand bat,-
92,Dougie Marillier,DA Marillier,ZIM,6,31.60,42.47,616.0,29.27,3.13,56.0,Right-hand bat,Right-arm offbreak
93,Aiden Markram,AK Markram,SA,37,38.48,63.57,164.0,-,3.18,-,Right-hand bat,Right-arm offbreak
94,Mitchell Marsh,MR Marsh,AUS,55,25.20,50.68,2853.0,38.64,3.41,67.9,Right-hand bat,Right-arm medium
95,Shaun Marsh,SE Marsh,AUS,68,34.31,43.85,-,-,-,-,Left-hand bat,Slow left-arm orthodox
96,Hamish Marshall,HJH Marshall,NZ,18,36.00,48.68,-,-,-,-,Right-hand bat,Right-arm medium
97,James Marshall,JAH Marshall,NZ,11,19.81,39.06,-,-,-,-,Right-hand bat,Right-arm medium
98,Xavier Marshall,XM Marshall,WI,12,20.25,49.79,12.0,-,0.00,-,Right-hand bat,Right-arm offbreak
99,Marshall Ayub,Marshall Ayub,BDESH,6,20.83,42.95,60.0,-,5.30,-,Right-hand bat,Legbreak
100,Bruce Martin,BP Martin,NZ,6,14.80,52.48,1518.0,53.83,2.55,126.5,Right-hand bat,Slow left-arm orthodox
101,Chris Martin,CS Martin,NZ,99,2.22,19.47,13300.0,34.63,3.39,61.2,Right-hand bat,Right-arm fast-medium
102,Damien Martyn,DR Martyn,AUS,89,47.10,52.21,300.0,78.00,3.12,150.0,Right-hand bat,Right-arm medium
103,Timycen Maruma,T Maruma,ZIM,5,13.60,40.96,-,-,-,-,Right-hand bat,Legbreak googly
104,Hamilton Masakadza,H Masakadza,ZIM,76,30.04,44.38,1164.0,30.56,2.52,72.7,Right-hand bat,Right-arm medium
105,Shingi Masakadza,SW Masakadza,ZIM,9,11.00,36.66,1057.0,32.18,2.92,66.0,Right-hand bat,Right-arm fast-medium
106,Wellington Masakadza,WP Masakadza,ZIM,2,10.50,23.86,79.0,27.00,4.10,39.5,Left-hand bat,Slow left-arm orthodox
107,Mashrafe Mortaza,Mashrafe Mortaza,BDESH,67,12.85,67.20,5990.0,41.52,3.24,76.7,Right-hand bat,Right-arm fast-medium
108,Michael Mason,MJ Mason,NZ,2,1.50,9.09,132.0,-,4.77,-,Right-hand bat,Right-arm fast-medium
109,Prince Masvaure,PS Masvaure,ZIM,10,23.50,33.81,84.0,-,4.35,-,Left-hand bat,Left-arm fast-medium
110,Angelo Mathews,AD Mathews,SL,154,45.31,48.62,3876.0,52.87,2.70,117.4,Right-hand bat,Right-arm medium
111,Stuart Matsikenyeri,S Matsikenyeri,ZIM,16,23.40,50.57,483.0,172.50,4.28,241.5,Right-hand bat,Right-arm offbreak
112,Brandon Mavuta,B Mavuta,ZIM,4,2.25,29.03,336.0,59.25,4.23,84.0,Right-hand bat,Legbreak
113,Tino Mawoyo,TMK Mawoyo,ZIM,22,29.28,37.04,-,-,-,-,Right-hand bat,Right-arm medium-fast
114,Glenn Maxwell,GJ Maxwell,AUS,14,26.07,59.47,462.0,42.62,4.42,57.7,Right-hand bat,Right-arm offbreak
115,James McCollum,JA McCollum,IRE,4,18.25,41.47,-,-,-,-,Right-hand bat,Right-arm medium
116,Mehidy Hasan,Mehidy Hasan Miraz,BDESH,42,17.72,51.78,5306.0,33.12,3.37,58.9,Right-hand bat,Right-arm offbreak
117,Mehrab Hossain,Mehrab Hossain,BDESH,16,14.68,33.19,12.0,-,2.50,-,Right-hand bat,Right-arm medium
118,Mehrab Hossain jnr,Mehrab Hossain jnr,BDESH,13,20.25,51.05,407.0,70.25,4.14,101.7,Left-hand bat,Slow left-arm orthodox
119,Ajantha Mendis,BAW Mendis,SL,19,16.38,46.81,4730.0,34.77,3.08,67.5,Right-hand bat,Right-arm offbreak
120,Kusal Mendis,BKG Mendis,SL,85,36.97,55.59,84.0,69.00,4.92,84.0,Right-hand bat,Legbreak
121,Joe Mennie,JM Mennie,AUS,2,5.00,41.66,168.0,85.00,3.03,168.0,Right-hand bat,Right-arm fast-medium
122,Keegan Meth,KO Meth,ZIM,4,24.00,55.81,324.0,24.50,1.81,81.0,Right-hand bat,Right-arm medium-fast
123,Colin Miller,CR Miller,AUS,3,19.50,39.39,708.0,31.33,3.18,59.0,Right-hand bat,"Right-arm fast-medium, Right-arm offbreak"
124,Nikita Miller,NO Miller,WI,2,2.50,8.77,132.0,-,3.04,-,Right-hand bat,Slow left-arm orthodox
125,Kyle Mills,KD Mills,NZ,30,11.56,38.58,2902.0,33.02,3.00,65.9,Right-hand bat,Right-arm fast-medium
126,Solomon Mire,SF Mire,ZIM,4,19.50,57.77,84.0,32.00,2.28,84.0,Right-hand bat,Right-arm medium-fast
127,Mir Hamza,Mir Hamza,PAK,2,-,18.18,90.0,67.00,4.46,90.0,Left-hand bat,Left-arm medium
128,Misbah-ul-Haq,Misbah-ul-Haq,PAK,132,46.62,44.53,-,-,-,-,Right-hand bat,Legbreak
129,Amit Mishra,A Mishra,INDIA,32,21.60,58.74,5103.0,35.72,3.19,67.1,Right-hand bat,Legbreak
130,Daryl Mitchell,DJ Mitchell,NZ,1,73.00,45.91,132.0,-,3.13,-,Right-hand bat,Right-arm medium
131,Abhimanyu Mithun,A Mithun,INDIA,5,24.00,48.19,720.0,50.66,3.80,80.0,Right-hand bat,Right-arm medium
132,Mohammad Abbas,Mohammad Abbas,PAK,25,7.23,19.62,3814.0,20.76,2.44,50.8,Right-hand bat,Right-arm medium-fast
133,Mohammad Akram,Mohammad Akram,PAK,2,5.00,45.45,132.0,-,4.81,-,Right-hand bat,Right-arm fast-medium
134,Mohammad Amir,Mohammad Amir,PAK,67,13.41,37.92,7619.0,30.47,2.85,64.0,Left-hand bat,Left-arm fast
135,Mohammad Ashraful,Mohammad Ashraful,BDESH,119,24.00,46.07,1733.0,60.52,4.40,82.5,Right-hand bat,"Right-arm offbreak, Legbreak"
136,Mohammad Asif,Mohammad Asif,PAK,38,5.64,30.45,5171.0,24.36,2.99,48.7,Left-hand bat,Right-arm fast-medium
137,Mohammad Ayub,Mohammad Ayub,PAK,2,23.50,27.97,-,-,-,-,Right-hand bat,Right-arm offbreak
138,Mohammad Hafeez,Mohammad Hafeez,PAK,105,37.64,56.01,4067.0,34.11,2.66,76.7,Right-hand bat,Right-arm offbreak
139,Mohammad Irfan,Mohammad Irfan,PAK,7,5.60,32.18,712.0,38.90,3.27,71.2,Right-hand bat,Left-arm fast
140,Mohammad Khalil,Mohammad Khalil,PAK,4,3.00,13.84,290.0,-,4.13,-,Left-hand bat,Left-arm medium
141,Mohammad Mithun,Mohammad Mithun,BDESH,16,19.25,47.09,-,-,-,-,Right-hand bat,-
142,Mohammad Nabi,Mohammad Nabi,AFG,6,5.50,48.52,546.0,31.75,2.79,68.2,Right-hand bat,Right-arm offbreak
143,Mohammad Nawaz,Mohammad Nawaz,3),4,12.50,31.84,383.0,29.40,2.30,76.6,Left-hand bat,Slow left-arm orthodox
144,Mohammad Rafique,Mohammad Rafique,BDESH,61,18.78,64.76,8426.0,40.78,2.81,86.8,Left-hand bat,Slow left-arm orthodox
145,Mohammad Rizwan,Mohammad Rizwan,PAK,9,32.14,61.98,-,-,-,-,Right-hand bat,-
146,Mohammad Salim,Mohammad Salim,BDESH,4,16.33,38.28,-,-,-,-,Right-hand bat,-
147,Mohammad Salman,Mohammad Salman,PAK,4,6.25,43.85,-,-,-,-,Right-hand bat,Legbreak
148,Mohammad Sami,Mohammad Sami,PAK,56,11.59,30.78,7499.0,52.74,3.58,88.2,Right-hand bat,Right-arm fast
149,Mohammad Shahid,Mohammad Shahid,BDESH,6,11.40,70.37,630.0,57.60,2.74,126.0,Right-hand bat,Right-arm medium-fast
150,Mohammad Shahzad,Mohammad Shahzad,AFG,4,17.25,51.87,-,-,-,-,Right-hand bat,-
151,Mohammad Sharif,Mohammad Sharif,BDESH,20,7.17,43.26,1651.0000000000002,79.00,4.01,117.9,Right-hand bat,Right-arm medium-fast
152,Mohammad Talha,Mohammad Talha,PAK,5,8.50,47.22,740.0,56.00,4.08,82.2,Right-hand bat,Right-arm medium-fast
153,Mohammad Yousuf,Mohammad Yousuf,PAK,111,57.36,56.15,6.0,-,3.00,-,Right-hand bat,Right-arm offbreak
154,Mohammad Zahid,Mohammad Zahid,PAK,2,0.00,0.00,150.0,54.00,4.32,75.0,Right-hand bat,Right-arm fast-medium
155,Dave Mohammed,D Mohammed,WI,8,32.14,71.65,1065.0,51.38,3.76,81.9,Left-hand bat,Slow left-arm chinaman
156,Mohammed Shami,Mohammed Shami,INDIA,64,11.29,76.81,8897.0,27.36,3.32,49.4,Right-hand bat,Right-arm fast
157,Moin Khan,Moin Khan,PAK,11,32.30,62.71,-,-,-,-,Right-hand bat,Right-arm offbreak
158,Mominul Haque,Mominul Haque,BDESH,74,40.85,56.03,601.0,94.00,3.75,150.2,Left-hand bat,Slow left-arm orthodox
159,Nayan Mongia,NR Mongia,INDIA,4,20.00,50.42,-,-,-,-,Right-hand bat,-
160,Peter Moor,PJ Moor,ZIM,16,35.53,44.97,-,-,-,-,Right-hand bat,Right-arm offbreak
161,Eoin Morgan,EJG Morgan,ENG,24,30.43,54.77,-,-,-,-,Left-hand bat,Right-arm medium
162,Albie Morkel,JA Morkel,SA,1,58.00,81.69,192.0,132.00,4.12,192.0,Left-hand bat,Right-arm medium-fast
163,Morne Morkel,M Morkel,SA,104,11.65,50.80,16498.0,27.66,3.10,53.3,Left-hand bat,Right-arm fast
164,Chris Morris,CH Morris,SA,7,24.71,47.79,623.0,38.25,4.42,51.9,Right-hand bat,Right-arm fast-medium
165,Runako Morton,RS Morton,WI,27,22.03,48.07,66.0,-,4.54,-,Right-hand bat,"Right-arm medium, Right-arm offbreak"
166,Mosaddek Hossain,Mosaddek Hossain,BDESH,6,41.00,46.85,90.0,-,3.26,-,Right-hand bat,Right-arm offbreak
167,Chris Mpofu,CB Mpofu,ZIM,28,5.83,42.16,2489.0,48.00,3.35,85.8,Right-hand bat,Right-arm fast-medium
168,Jehan Mubarak,J Mubarak,SL,23,17.50,43.50,103.00000000000001,-,3.84,-,Left-hand bat,Right-arm offbreak
169,Brian Mudzinganyama,BS Mudzinganyama,ZIM,1,16.00,25.80,-,-,-,-,Left-hand bat,Right-arm offbreak
170,Muhammad Musa,Muhammad Musa,PAK,2,-,94.11,120.0,-,5.70,-,Right-hand bat,Right-arm fast-medium
171,Mujeeb Ur Rahman,Mujeeb Ur Rahman,AFG,2,9.00,105.88,90.0,75.00,5.00,90.0,Right-hand bat,Right-arm offbreak
172,Abhinav Mukund,A Mukund,INDIA,14,22.85,45.71,12.0,-,7.00,-,Left-hand bat,Legbreak googly
173,Wiaan Mulder,PWA Mulder,SA,2,7.00,82.35,42.0,12.00,1.71,42.0,Right-hand bat,Right-arm medium
174,Alan Mullally,AD Mullally,ENG,1,0.00,0.00,183.0,49.50,3.24,91.5,Right-hand bat,Left-arm fast-medium
175,Carl Mumba,CT Mumba,ZIM,5,8.33,23.36,599.0,35.40,3.54,59.9,Right-hand bat,Right-arm fast-medium
176,Colin Munro,C Munro,NZ,2,7.50,57.69,108.0,20.00,2.22,54.0,Left-hand bat,Right-arm medium-fast
177,Tawanda Mupariwa,T Mupariwa,ZIM,2,15.00,33.33,204.0,-,4.00,-,Right-hand bat,Right-arm fast-medium
178,Muttiah Muralitharan,M Muralitharan,ICC/SL,88,10.87,77.57,25417.000000000004,21.23,2.49,51.0,Right-hand bat,Right-arm offbreak
179,Brian Murphy,BA Murphy,ZIM,5,17.80,37.71,558.0,78.00,3.35,139.5,Right-hand bat,Legbreak googly
180,Junior Murray,JR Murray,WI,3,0.33,4.76,-,-,-,-,Right-hand bat,-
181,Tim Murtagh,TJ Murtagh,IRE,6,27.25,82.57,570.0,16.38,2.24,43.8,Left-hand bat,Right-arm fast-medium
182,Tarisai Musakanda,TK Musakanda,ZIM,2,3.00,28.57,-,-,-,-,Right-hand bat,"Right-arm medium, Right-arm slow-medium"
183,Natsai M'shangwe,N M'shangwe,ZIM,4,2.00,44.44,790.0,62.14,3.30,112.8,Right-hand bat,Legbreak
184,Mushfiqur Rahim,Mushfiqur Rahim,BDESH,130,36.77,47.75,-,-,-,-,Right-hand bat,-
185,Mushfiqur Rahman,Mushfiqur Rahman,BDESH,19,13.64,30.72,1365.0,63.30,3.61,105.0,Right-hand bat,Right-arm fast-medium
186,Mushtaq Ahmed,Mushtaq Ahmed,PAK,3,19.50,47.56,492.0,94.00,3.43,164.0,Right-hand bat,Legbreak googly
187,Mustafizur Rahman,Mustafizur Rahman,BDESH,19,4.30,40.57,1845.0,35.17,3.20,65.8,Left-hand bat,Left-arm fast-medium
188,Senuran Muthusamy,S Muthusamy,SA,4,49.00,35.25,224.99999999999997,90.00,4.80,112.5,Left-hand bat,Slow left-arm orthodox
189,Forster Mutizwa,F Mutizwa,ZIM,2,12.00,39.34,-,-,-,-,Right-hand bat,Right-arm offbreak
190,Tinotenda Mutombodzi,CT Mutombodzi,ZIM,2,20.50,33.88,114.0,-,3.52,-,Right-hand bat,Legbreak googly
191,Richmond Mutumbami,R Mutumbami,ZIM,12,19.72,47.37,-,-,-,-,Right-hand bat,Right-arm offbreak
192,Blessing Muzarabani,B Muzarabani,ZIM,2,14.00,100.00,78.0,-,3.69,-,Right-hand bat,Right-arm fast-medium
193,Waddington Mwayenga,W Mwayenga,ZIM,2,15.00,88.23,126.0,79.00,3.76,126.0,Right-hand bat,Right-arm medium
194,Shahbaz Nadeem,S Nadeem,INDIA,1,-,20.00,104.0,10.00,2.30,26.0,Right-hand bat,Slow left-arm orthodox
195,Naeem Islam,Naeem Islam,BDESH,15,32.00,37.47,574.0,303.00,3.16,574.0,Right-hand bat,Right-arm offbreak
196,Nafees Iqbal,Nafees Iqbal,BDESH,22,23.54,38.88,-,-,-,-,Right-hand bat,Right-arm medium
197,Mahendra Nagamootoo,MV Nagamootoo,WI,6,30.80,48.88,1236.0,60.55,2.64,137.3,Left-hand bat,Legbreak googly
198,Naimur Rahman,Naimur Rahman,BDESH,13,16.00,50.26,1030.0,94.00,3.28,171.6,Right-hand bat,Right-arm offbreak
199,Karun Nair,KK Nair,INDIA,7,62.33,73.91,12.0,-,5.50,-,Right-hand bat,Right-arm offbreak
dispName,scoreName,team,innings,batAvg,batSR,careerBalls,bowlAvg,bowlEcon,bowlSR,batHand,bowlType
0,Sunil Narine,SP Narine,WI,7,8.00,43.47,1650.0,40.52,3.09,78.5,Left-hand bat,Right-arm offbreak
1,Naseem Shah,Naseem Shah,PAK,4,5.00,45.45,601.0,26.84,3.48,46.2,Right-hand bat,Right-arm fast
2,Brendan Nash,BP Nash,WI,33,33.42,43.28,492.0,123.50,3.01,246.0,Left-hand bat,Left-arm medium
3,Dion Nash,DJ Nash,NZ,1,-,39.68,180.0,-,3.10,-,Right-hand bat,Right-arm fast-medium
4,Nasir Hossain,Nasir Hossain,BDESH,32,34.80,54.46,924.0,55.25,2.87,115.5,Right-hand bat,Right-arm offbreak
5,Nasir Jamal,Nasir Jamal,AFG,2,8.50,34.00,-,-,-,-,Right-hand bat,Legbreak googly
6,Nasir Jamshed,Nasir Jamshed,PAK,4,12.75,47.66,-,-,-,-,Left-hand bat,-
7,Naved-ul-Hasan,Naved-ul-Hasan,PAK,15,19.91,84.15,1565.0,58.00,4.00,86.9,Right-hand bat,Right-arm medium-fast
8,Naved Latif,Naved Latif,PAK,2,10.00,52.63,-,-,-,-,Right-hand bat,Right-arm medium
9,Naveed Nawaz,MN Nawaz,SL,2,99.00,51.56,-,-,-,-,Left-hand bat,Legbreak
10,Nayeem Hasan,Nayeem Hasan,BDESH,6,17.50,39.32,780.0,20.47,2.99,41.0,Right-hand bat,Right-arm offbreak
11,Nazimuddin,Nazimuddin,BDESH,6,20.83,39.06,-,-,-,-,Right-hand bat,Right-arm medium
12,Nazmul Hossain,Nazmul Hossain,BDESH,4,8.00,76.19,329.0,38.80,3.53,65.8,Right-hand bat,Right-arm medium-fast
13,Najmul Hossain Shanto,Najmul Hossain Shanto,BDESH,7,28.71,41.10,4.0,-,19.50,-,Left-hand bat,Right-arm offbreak
14,Nazmul Islam,Nazmul Islam,BDESH,2,2.00,25.00,174.0,19.00,2.62,43.5,Left-hand bat,Slow left-arm orthodox
15,Njabulo Ncube,N Ncube,ZIM,2,8.50,73.91,210.0,121.00,3.45,210.0,Right-hand bat,Right-arm fast-medium
16,Ainsley Ndlovu,A Ndlovu,ZIM,4,2.25,22.50,420.0,138.50,3.95,210.0,Right-hand bat,Slow left-arm orthodox
17,James Neesham,JDS Neesham,NZ,22,33.76,66.32,1076.0,48.21,3.76,76.8,Left-hand bat,Right-arm medium-fast
18,Ashish Nehra,A Nehra,INDIA,25,5.50,30.07,3278.9999999999995,41.20,3.24,76.2,Right-hand bat,Left-arm medium-fast
19,Andre Nel,A Nel,SA,42,9.91,46.10,7630.000000000001,31.86,3.08,62.0,Right-hand bat,Right-arm fast-medium
20,Peter Nevill,PM Nevill,AUS,23,22.28,40.66,-,-,-,-,Right-hand bat,-
21,Mfuneko Ngam,M Ngam,SA,-,-,-,128.0,10.33,2.90,21.3,Right-hand bat,Right-arm fast
22,Lungi Ngidi,L Ngidi,SA,9,3.00,36.58,739.0,25.06,3.05,49.2,Right-hand bat,Right-arm fast
23,Henry Nicholls,HM Nicholls,NZ,50,39.70,49.39,-,-,-,-,Left-hand bat,Right-arm offbreak
24,Rob Nicol,RJ Nicol,NZ,4,7.00,26.66,17.0,-,4.58,-,Right-hand bat,"Right-arm medium, Right-arm offbreak"
25,Prabath Nissanka,RAP Nissanka,SL,5,6.00,21.68,587.0,36.60,3.74,58.7,Right-hand bat,Right-arm medium-fast
26,Mluleki Nkala,ML Nkala,ZIM,10,16.77,40.48,822.0,83.00,3.02,164.4,Right-hand bat,Right-arm medium
27,Marcus North,MJ North,AUS,35,35.48,48.14,1258.0,42.21,2.81,89.8,Left-hand bat,Right-arm offbreak
28,Anrich Nortje,A Nortje,SA,12,9.88,22.70,1047.0,35.10,3.82,55.1,Right-hand bat,Right-arm fast
29,Makhaya Ntini,M Ntini,SA,107,10.05,49.16,19202.0,28.93,3.29,52.7,Right-hand bat,Right-arm fast
30,Nurul Hasan,Nurul Hasan,BDESH,6,19.16,61.82,-,-,-,-,Right-hand bat,-
31,Victor Nyauchi,VM Nyauchi,ZIM,5,15.00,39.47,569.0,40.83,2.58,94.8,Right-hand bat,Right-arm fast-medium
32,John Nyumbu,J Nyumbu,ZIM,6,7.60,29.45,663.0,75.80,3.42,132.6,Right-hand bat,Right-arm offbreak
33,Iain O'Brien,IE O'Brien,NZ,34,7.55,38.48,4394.0,33.27,3.31,60.1,Right-hand bat,Right-arm fast-medium
34,Kevin O'Brien,KJ O'Brien,IRE,6,51.60,55.24,60.0,-,3.10,-,Right-hand bat,Right-arm medium-fast
35,Niall O'Brien,NJ O'Brien,IRE,2,9.00,32.72,-,-,-,-,Left-hand bat,-
36,Shayne O'Connor,SB O'Connor,NZ,-,-,-,104.0,-,3.86,-,Left-hand bat,Left-arm fast-medium
37,Naman Ojha,NV Ojha,INDIA,2,28.00,47.86,-,-,-,-,Right-hand bat,-
38,Pragyan Ojha,PP Ojha,INDIA,27,8.90,18.08,7632.999999999999,30.26,2.68,67.5,Left-hand bat,Slow left-arm orthodox
39,Steve O'Keefe,SNJ O'Keefe,AUS,13,9.55,19.86,2228.0,29.40,2.77,63.6,Right-hand bat,Slow left-arm orthodox
40,Duanne Olivier,D Olivier,SA,12,3.71,27.95,1440.0,19.25,3.85,30.0,Right-hand bat,Right-arm fast-medium
41,Henry Olonga,HK Olonga,ZIM,13,5.45,28.57,1060.0,45.37,4.10,66.2,Right-hand bat,Right-arm fast
42,Graham Onions,G Onions,ENG,10,10.00,30.92,1605.9999999999998,29.90,3.57,50.1,Right-hand bat,Right-arm medium-fast
43,Justin Ontong,JL Ontong,SA,4,19.00,36.77,185.0,133.00,4.31,185.0,Right-hand bat,Right-arm offbreak
44,Jacob Oram,JDP Oram,NZ,59,36.32,50.38,4964.0,33.05,2.39,82.7,Left-hand bat,Right-arm fast-medium
45,Jimmy Ormond,J Ormond,ENG,4,12.66,36.89,372.0,92.50,2.98,186.0,Right-hand bat,"Right-arm medium-fast, Right-arm offbreak"
