fullName,scoreName,team,innings,batAvg,batSR,careerBalls,bowlAvg,bowlEcon,bowlSR,batHand,bowlType
22,Jana Nell,J Nell,SA-W,-,-,-,1459.0,42.82,2.99,85.8,Right-hand bat,Right-arm medium
23,Juliana Barbara Nero,JB Nero,WI-W,72,18.27,4,24.0,-,1.75,-,Right-hand bat,Right-arm medium
24,Denise Marie Newlove,DM Newlove,SCO-W,3,1.00,0,1079.0,29.52,3.11,56.7,Right-hand bat,-
25,Laura Kelly Newton,LK Newton,ENG-W,57,22.27,9,-,-,-,-,Right-hand bat,Right-arm medium
26,Thamsyn Michelle Moupia Newton,TMM Newton,NZ-W,7,9.50,0,667.0,42.20,3.79,66.7,Right-hand bat,Right-arm medium
27,Nida Rashid Dar,Nida Dar,PAK-W,66,14.71,4,1626.0,42.26,2.33,108.4,Right-hand bat,Right-arm offbreak
28,Morna Jessie Godwin Nielsen,MJG Nielsen,NZ-W,25,6.05,0,-,-,-,-,Right-hand bat,"Left-arm medium, Slow left-arm orthodox"
29,Nigar Sultana Joty,Nigar Sultana,BD-W,18,24.00,2,175.0,-,2.88,-,Right-hand bat,-
30,Marijn Elise Nijman,ME Nijman,NL-W,21,15.36,0,743.0,43.23,4.53,57.1,Right-hand bat,Right-arm fast-medium
31,Niranjana Nagarajan,N Niranjana,IND-W,12,8.75,0,-,-,-,-,Right-hand bat,Right-arm medium
32,Shelley Nitschke,S Nitschke,AUS-W,69,34.11,14,168.0,80.00,2.85,168.0,Left-hand bat,Slow left-arm orthodox
33,Elaine Mary Hannah Nolan,EMH Nolan,IRE-W,3,0.00,0,3566.9999999999995,37.37,3.01,74.3,Right-hand bat,Right-arm medium
34,Annah Raisibe Ntozakhe,R Ntozakhe,SA-W,7,2.00,0,989.0,24.12,3.51,41.2,Right-hand bat,Right-arm offbreak
35,Nuzhat Tasnia,Nuzhat Tasnia,BD-W,9,8.83,0,318.0,137.00,2.58,318.0,Right-hand bat,-
36,Akhona Nyiki,A Nyiki,SA-W,1,0.00,0,3348.0,26.09,2.94,53.1,Right-hand bat,Right-arm offbreak
37,Kate Georgina Elizabeth Oakenfold,KGE Oakenfold,ENG-W,3,4.00,0,1611.0,25.81,2.59,59.6,Right-hand bat,Right-arm fast-medium
38,June Whitney Ogle-Thomas,JW Ogle-Thomas,WI-W,5,3.60,0,3905.0,36.58,3.76,58.2,Right-hand bat,-
39,Clare Mary O'Leary,CM O'Leary,IRE-W,14,19.33,0,21735.0,30.98,2.93,63.3,Right-hand bat,-
40,Catherine O'Neill,C O'Neill,IRE-W,5,15.50,0,756.0,38.66,3.68,63.0,Right-hand bat,Right-arm offbreak
41,Lucy Katherine O'Reilly,LK O'Reilly,IRE-W,12,4.40,0,11099.0,37.42,3.05,73.5,Right-hand bat,Right-arm medium
42,Erin Alyse Osborne,EA Osborne,AUS-W,33,22.43,0,288.0,31.60,3.29,57.6,Right-hand bat,Right-arm offbreak
43,Cheraldine Fredrika Francina Oudolf,CFF Oudolf,NL-W,19,7.73,0,192.0,47.00,4.40,64.0,Right-hand bat,Right-arm medium-fast
44,Anna Marijke Overhoff,AM Overhoff,NL-W,1,9.00,0,6.0,-,3.00,-,Right-hand bat,-
45,Devika Palshikar,D Palshikar,IND-W,9,13.20,0,999.0000000000001,37.06,3.56,62.4,Right-hand bat,Right-arm medium
46,Shikha Subas Pandey,S Pandey,IND-W,32,21.12,2,-,-,-,-,Right-hand bat,Right-arm medium
47,Panna Ghosh,Panna Ghosh,BD-W,20,8.86,0,-,-,-,-,Right-hand bat,Right-arm medium
48,Sunetra Arun Paranjpe,SA Paranjpe,IND-W,25,15.33,1,2364.0,29.64,3.83,46.3,Right-hand bat,Right-arm medium
49,Sukanya Kalakar Parida,SK Parida,IND-W,-,-,-,174.0,29.00,2.00,87.0,Right-hand bat,Right-arm medium-fast
50,Rasanara Kephatulla Parwin,RK Parwin,IND-W,-,-,-,2072.0,29.02,2.85,60.9,Right-hand bat,Right-arm offbreak
51,Jacqueline Pashley,J Pashley,NL-W,9,7.00,0,15157.999999999998,33.13,3.51,56.5,Right-hand bat,-
52,Leah Paul,L Paul,IRE-W,4,11.50,0,871.9999999999999,28.23,2.52,67.0,Left-hand bat,Slow left-arm orthodox
53,Nicola Payne,N Payne,NZ-W,16,29.66,2,246.0,40.66,2.97,82.0,Right-hand bat,Right-arm medium
54,Lucy Charlotte Pearson,LC Pearson,ENG-W,17,4.53,0,298.0,46.00,2.77,99.3,Right-hand bat,Left-arm fast
55,Gamachchi Withanage Hasini Madushika Perera,GWHM Perera,SL-W,32,14.22,0,240.0,54.00,4.05,80.0,Left-hand bat,Right-arm medium-fast
56,Kurunegalage Ramani Perera,KR Perera,SL-W,4,6.00,0,186.0,33.25,4.29,46.5,Right-hand bat,Legbreak
57,Katie Teresa Perkins,KT Perkins,NZ-W,54,27.50,4,-,-,-,-,Right-hand bat,Right-arm medium
58,Ellyse Alexandra Perry,EA Perry,AUS-W,89,52.10,27,84.0,-,3.14,-,Right-hand bat,Right-arm fast-medium
59,Elizabeth Cecilia Perry,EC Perry,NZ-W,13,22.33,1,594.0,59.00,2.97,118.8,Right-hand bat,Right-arm medium
60,Akeira Kay Peters,AK Peters,WI-W,5,1.20,0,-,-,-,-,Left-hand bat,Left-arm medium
61,Anna Michelle Peterson,AM Peterson,NZ-W,21,16.41,0,24568.0,31.58,3.00,62.9,Right-hand bat,Right-arm offbreak
62,Kirsten Elizabeth Pike,KE Pike,AUS-W,10,8.33,0,6.0,-,0.00,-,Right-hand bat,Right-arm fast-medium
63,Shafeeqa Pillay,S Pillay,SA-W,10,6.25,0,300.0,53.00,3.18,100.0,Left-hand bat,Right-arm medium
64,Poonam Yadav,Poonam Yadav,IND-W,18,7.30,0,175.0,88.00,3.01,175.0,Right-hand bat,Legbreak googly
65,Yolandi Potgieter,Y Potgieter,SA-W,13,8.00,0,732.0,33.33,2.45,81.3,Right-hand bat,Right-arm medium
66,Leah Joy Poulton,LJ Poulton,AUS-W,45,25.19,4,108.0,-,8.27,-,Right-hand bat,Legbreak googly
67,Stephanie Judith Power,SJ Power,WI-W,15,8.00,0,1212.0,26.64,2.24,71.2,Right-hand bat,-
68,Kaluwa Dewage Udeshika Prabodhani,KDU Prabodhani,SL-W,42,6.93,0,7892.0,31.09,3.30,56.3,Right-hand bat,Left-arm medium
69,Snehal Nitin Pradhan,SN Pradhan,IND-W,3,13.00,0,102.0,14.00,3.29,25.5,Right-hand bat,Right-arm medium-fast
70,Davina Margaret Pratt,DM Pratt,IRE-W,3,9.00,0,13540.0,21.28,2.43,52.4,-,-
71,Nuzhat Masih Parween,NM Parween,IND-W,-,-,-,-,-,-,-,Right-hand bat,-
72,Preeti Bose,Preeti Bose,IND-W,-,-,-,186.0,120.00,3.87,186.0,Right-hand bat,Right-arm offbreak
73,Julia Clare Price,JC Price,AUS-W,16,14.00,0,168.0,101.00,3.60,168.0,Right-hand bat,-
74,Rachel Holly Priest,RH Priest,NZ-W,74,28.23,9,90.0,-,4.53,-,Right-hand bat,-
75,Denise Prins,D Prins,NL-W,7,2.14,0,264.0,54.00,3.68,88.0,Right-hand bat,-
76,Bulathshenal Araggelage Lalana Priyadarshani,BAL Priyadarshani,SL-W,-,-,-,569.0,44.00,3.71,71.1,Right-hand bat,Right-arm fast-medium
77,Seema Laxman Pujare,SL Pujare,IND-W,2,5.00,0,1015.0,43.07,3.31,78.0,Right-hand bat,Right-arm offbreak
78,Katherine Louise Pulford,KL Pulford,NZ-W,33,20.36,3,36.0,-,4.50,-,Right-hand bat,Right-arm medium
79,Rachel Jane Pullar,RJ Pullar,NZ-W,18,15.84,0,6678.0,33.19,3.28,60.7,Right-hand bat,Right-arm fast-medium
80,Priya Surender Punia,PS Punia,IND-W,5,43.75,2,2940.0,65.24,3.32,117.6,Right-hand bat,Right-arm medium
81,Qanita Jalil,Qanita Jalil,PAK-W,59,8.80,1,587.0,62.80,3.20,117.4,Right-hand bat,Right-arm medium-fast
82,Pamela Anne Quin,PA Quin,SCO-W,-,-,-,1130.0,38.10,4.04,56.5,Right-hand bat,-
83,Shaquana Latish Quintyne,SL Quintyne,WI-W,33,17.85,0,3398.9999999999995,45.32,3.44,79.0,Right-hand bat,Legbreak
84,Rabia Khan,Rabia Khan,PAK-W,13,12.46,0,1287.0,50.83,4.26,71.5,Right-hand bat,Right-arm medium
85,Rabiya Shah,Rabiya Shah,PAK-W,16,9.07,0,156.0,-,2.69,-,Left-hand bat,Right-arm offbreak
86,Rachel Delaney,Rachel Delaney,IRE-W,6,10.50,0,12.0,-,2.50,-,Right-hand bat,Right-arm offbreak
87,Varsha Raffel,V Raffel,IND-W,4,4.00,0,5209.0,33.15,3.85,51.5,Right-hand bat,Right-arm offbreak
88,Ebony-Jewel Cora-Lee Rosamond Camellia Rainford-Brent,EJCLRC Rainford-Brent,ENG-W,19,23.56,2,2970.0,57.32,3.24,106.0,Right-hand bat,Right-arm fast-medium
89,Mithali Dorai Raj,M Raj,IND-W,183,50.13,51,-,-,-,-,Right-hand bat,Legbreak
90,Caroline H Rambaldo,CH Rambaldo,NL-W,6,9.66,0,749.0,80.20,3.21,149.8,-,-
91,Helmien W Rambaldo,HW Rambaldo,NL-W,39,17.00,1,-,-,-,-,Right-hand bat,Right-arm medium
92,Rameen Shamim,Rameen Shamim,PAK-W,2,6.00,0,616.0,29.27,3.13,56.0,Left-hand bat,Right-arm offbreak
93,Kathryn Ann Ramel,KA Ramel,NZ-W,11,11.90,0,164.0,-,3.18,-,Right-hand bat,Right-arm medium
94,Karishma Ramharack,K Ramharack,WI-W,3,1.00,0,2853.0,38.64,3.41,67.9,Left-hand bat,Right-arm offbreak
95,Alison Ramsay,A Ramsay,SCO-W,7,9.83,0,-,-,-,-,Right-hand bat,Right-arm medium-fast
96,Sneh Rana,S Rana,IND-W,3,7.00,0,-,-,-,-,Right-hand bat,Right-arm offbreak
97,Oshadi Udeshika Ranasinghe,OU Ranasinghe,SL-W,20,16.11,1,-,-,-,-,Left-hand bat,Right-arm medium-fast
98,Inoka Ranaweera,I Ranaweera,SL-W,40,8.21,0,12.0,-,0.00,-,Left-hand bat,Slow left-arm orthodox
99,Herath Mudiyanselage Deepika Rasangika,HMD Rasangika,SL-W,30,18.19,2,60.0,-,5.30,-,Left-hand bat,Legbreak
100,Swagatika Rath,S Rath,IND-W,3,29.00,0,1518.0,53.83,2.55,126.5,Right-hand bat,Right-arm offbreak
101,Liyanage Don Vasanthi Ratnayake,LDV Ratnayake,SL-W,12,36.36,3,13300.0,34.63,3.39,61.2,Right-hand bat,Right-arm medium
102,Punam Ganesh Raut,PG Raut,IND-W,67,32.32,13,300.0,78.00,3.12,150.0,Right-hand bat,Right-arm offbreak
103,Sharina Ravikumar,S Ravikumar,SL-W,5,6.00,0,-,-,-,-,Right-hand bat,Left-arm bowler
104,Asha Rawat,A Rawat,IND-W,9,40.85,3,1164.0,30.56,2.52,72.7,Right-hand bat,Right-arm offbreak
105,Una Raymond-Hoey,U Raymond-Hoey,IRE-W,4,19.25,0,1057.0,32.18,2.92,66.0,Right-hand bat,Right-arm medium
106,Susan Redhead,S Redhead,WI-W,3,2.66,0,79.0,27.00,4.10,39.5,Right-hand bat,-
107,Tamara Reeves,T Reeves,SA-W,4,5.00,0,5990.0,41.52,3.24,76.7,Right-hand bat,Right-arm medium
108,Denise Joanne Reid,DJ Reid,SA-W,3,10.66,0,132.0,-,4.77,-,Left-hand bat,Right-arm fast-medium
109,Melissa Anne Reynard,MA Reynard,ENG-W,4,8.33,0,84.0,-,4.35,-,Right-hand bat,Left-arm medium
110,Eimear Ann Jermyn Richardson,EAJ Richardson,IRE-W,28,14.60,1,3876.0,52.87,2.70,117.4,Right-hand bat,Right-arm offbreak
111,MST. Ritu Moni,Ritu Moni,BD-W,14,19.50,0,483.0,172.50,4.28,241.5,Right-hand bat,Right-arm medium
112,Jacqueline Robinson,J Robinson,WI-W,10,16.28,0,336.0,59.25,4.23,84.0,Right-hand bat,Right-arm medium-fast
113,Jemimah Ivan Rodrigues,JI Rodrigues,IND-W,16,24.80,3,-,-,-,-,Right-hand bat,Right-arm offbreak
114,Rebecca Alana Rolfe,RA Rolfe,IRE-W,7,1.28,0,462.0,42.62,4.42,57.7,Right-hand bat,-
115,Rebecca Jane Rolls,RJ Rolls,NZ-W,60,26.15,9,-,-,-,-,Right-hand bat,-
116,Karen Louise Rolton,KL Rolton,AUS-W,89,48.51,23,5306.0,33.12,3.37,58.9,Left-hand bat,Left-arm medium
117,Hannah Maree Rowe,HM Rowe,NZ-W,8,12.40,0,12.0,-,2.50,-,Right-hand bat,Right-arm medium
118,Susannah Elizabeth Rowe,SE Rowe,ENG-W,-,-,-,407.0,70.25,4.14,101.7,Right-hand bat,Right-arm medium
119,Priyanka Roy,P Roy,IND-W,22,16.65,1,4730.0,34.77,3.08,67.5,Right-hand bat,Legbreak
120,Sian Elizabeth Ansley Ruck,SEA Ruck,NZ-W,12,12.00,0,84.0,69.00,4.92,84.0,Right-hand bat,Left-arm medium
121,Rumana Ahmed,Rumana Ahmed,BD-W,37,24.32,4,168.0,85.00,3.03,168.0,Right-hand bat,Legbreak
122,Charlotte Louise Russell,CL Russell,ENG-W,1,4.00,0,324.0,24.50,1.81,81.0,Right-hand bat,Right-arm offbreak
123,Sabahat Rasheed,Sabahat Rasheed,PAK-W,7,5.00,0,708.0,31.33,3.18,59.0,Right-hand bat,Right-arm medium-fast
124,Sabeen Rezvi,Sabeen Rezvi,PAK-W,5,0.75,0,132.0,-,3.04,-,Right-hand bat,Right-arm offbreak
125,Sadia Bano Butt,Sadia Butt,PAK-W,12,6.25,0,2902.0,33.02,3.00,65.9,-,-
126,Sadia Iqbal,Sadia Iqbal,PAK-W,1,1.00,0,84.0,32.00,2.28,84.0,Left-hand bat,Slow left-arm orthodox
127,Sadia Yousuf,Sadia Yousuf,PAK-W,31,2.46,0,90.0,67.00,4.46,90.0,Right-hand bat,Slow left-arm orthodox
128,Momoko Saito,M Saito,JPN-W,5,3.60,0,-,-,-,-,Right-hand bat,Right-arm medium-fast
129,Sajjida Bibi Shah,Sajjida Shah,PAK-W,55,16.74,1,5103.0,35.72,3.19,67.1,Right-hand bat,Right-arm offbreak
130,Eriko Sakata,E Sakata,JPN-W,1,0.00,0,132.0,-,3.13,-,Right-hand bat,Right-arm slow
131,Salma Khatun,Salma Khatun,BD-W,32,13.06,1,720.0,50.66,3.80,80.0,Right-hand bat,Right-arm offbreak
132,Caroline Aimee Salomons,CA Salomons,NL-W,26,29.04,5,3814.0,20.76,2.44,50.8,Right-hand bat,Right-arm offbreak
133,Galhenage Randika Chandimali Samanthi,GRC Samanthi,SL-W,15,9.00,0,132.0,-,4.81,-,Right-hand bat,-
134,Amanda Mindy Samaroo,AM Samaroo,WI-W,3,8.33,0,7619.0,30.47,2.85,64.0,Right-hand bat,Right-arm medium-fast
135,Emma Margaret Sampson,EM Sampson,AUS-W,8,9.00,0,1733.0,60.52,4.40,82.5,Right-hand bat,Right-arm fast-medium
136,Hewanam Arachchige Maduri Samuddika,HAM Samuddika,SL-W,18,10.83,0,5171.0,24.36,2.99,48.7,Right-hand bat,Right-arm offbreak
137,Sana Javed,Sana Javed,PAK-W,19,14.47,0,-,-,-,-,Right-hand bat,Right-arm medium-fast
138,Sana Mir,Sana Mir,PAK-W,110,17.91,3,4067.0,34.11,2.66,76.7,Right-hand bat,Right-arm offbreak
139,Sania Iqbal Khan,Sania Khan,PAK-W,12,2.70,0,712.0,38.90,3.27,71.2,Right-hand bat,Right-arm medium
140,Meegama Acharige Anushka Sanjeewani,MAA Sanjeewani,SL-W,18,12.72,0,290.0,-,4.13,-,Right-hand bat,-
141,Sanjida Islam,Sanjida Islam,BD-W,15,11.60,0,-,-,-,-,Right-hand bat,-
142,Beas Sarkar,B Sarkar,IND-W,-,-,-,546.0,31.75,2.79,68.2,Right-hand bat,Right-arm medium-fast
143,Yuko Sasaki,Y Sasaki,JPN-W,3,3.33,0,383.0,29.40,2.30,76.6,-,-
144,Amy Ella Satterthwaite,AE Satterthwaite,NZ-W,113,38.98,21,8426.0,40.78,2.81,86.8,Left-hand bat,Right-arm offbreak
145,Megan Schutt,M Schutt,AUS-W,21,6.92,0,-,-,-,-,Right-hand bat,Right-arm fast-medium
146,Natalie Ruth Sciver,NR Sciver,ENG-W,58,39.27,13,-,-,-,-,Right-hand bat,Right-arm medium
147,Melissa Erica Maria O'Carroll Scott-Hayward,MEMO Scott-Hayward,IRE-W,24,9.52,0,-,-,-,-,Right-hand bat,Right-arm medium
148,Natalee Scripps,N Scripps,NZ-W,3,-,0,7499.0,52.74,3.58,88.2,Right-hand bat,Right-arm medium
149,Gaitri Seetahal,G Seetahal,WI-W,1,3.00,0,630.0,57.60,2.74,126.0,Right-hand bat,Right-arm medium-fast
150,Tumi Sphindile Sekhukhune,TS Sekhukhune,SA-W,6,3.00,0,-,-,-,-,Left-hand bat,Right-arm fast-medium
151,Shakera Casandra Selman,SC Selman,WI-W,35,10.58,0,1651.0000000000002,79.00,4.01,117.9,Right-hand bat,Right-arm medium
152,Chamani Roshini Seneviratna,CR Seneviratna,SL-W,53,14.84,1,740.0,56.00,4.08,82.2,Right-hand bat,Right-arm medium
153,Mallaweeraarachchilage Tharika Sewwandi,Tharika Sewwandi,SL-W,1,1.00,0,6.0,-,3.00,-,Left-hand bat,Left-arm medium-fast
154,Shabana Latif,Shabana Latif,PAK-W,3,0.00,0,150.0,54.00,4.32,75.0,Right-hand bat,-
155,Shahanaz Parvin,Shahanaz Parvin,BD-W,2,1.00,0,1065.0,51.38,3.76,81.9,Right-hand bat,Right-arm offbreak
156,Shaila Sharmin,Shaila Sharmin,BD-W,8,13.50,0,8897.0,27.36,3.32,49.4,Right-hand bat,Right-arm offbreak
157,Shaiza Said Khan,Shaiza Khan,PAK-W,24,11.45,0,-,-,-,-,Right-hand bat,Legbreak
158,Shamima Sultana,Shamima Sultana,BD-W,5,20.40,1,601.0,94.00,3.75,150.2,Right-hand bat,-
159,Nondumiso Shangase,N Shangase,SA-W,2,7.00,0,-,-,-,-,Right-hand bat,Right-arm offbreak
160,Amita Sharma,A Sharma,IND-W,73,16.83,1,-,-,-,-,Right-hand bat,Right-arm medium-fast
161,Deepti Bhagwan Sharma,DB Sharma,IND-W,48,38.29,10,-,-,-,-,Left-hand bat,Right-arm offbreak
162,Jaya Sharma,J Sharma,IND-W,75,30.75,14,192.0,132.00,4.12,192.0,Left-hand bat,Right-arm medium
163,Shubhlakshmi Rajendra Sharma,S Sharma,IND-W,5,2.20,0,16498.0,27.66,3.10,53.3,Right-hand bat,Right-arm medium
164,Sharmeen Said Khan,Sharmeen Khan,PAK-W,10,4.22,0,623.0,38.25,4.42,51.9,Right-hand bat,Right-arm fast
165,Sharmin Akhter Supta,Sharmin Akhter,BD-W,21,15.28,3,66.0,-,4.54,-,Right-hand bat,-
166,Sharmin Sultana,Sharmin Sultana,BD-W,13,8.84,0,90.0,-,3.26,-,Right-hand bat,-
167,Shathira Jakir Jessy,Shathira Jakir,BD-W,2,0.50,0,2489.0,48.00,3.35,85.8,Right-hand bat,Right-arm offbreak
168,Nicola Jayne Shaw,NJ Shaw,ENG-W,33,9.92,0,103.00000000000001,-,3.84,-,Right-hand bat,Right-arm fast-medium
169,Malsha Shehani,M Shehani,SL-W,1,11.00,0,-,-,-,-,Right-hand bat,Right-arm medium-fast
170,Clare Mary Alice Shillington,CMA Shillington,IRE-W,63,18.75,6,120.0,-,5.70,-,Right-hand bat,Right-arm offbreak
171,Amrita Pratapsinh Shinde,AP Shinde,IND-W,5,23.25,1,90.0,75.00,5.00,90.0,Right-hand bat,Legbreak
172,Shohely Akhter Khatun,Shohely Akhter,BD-W,1,0.00,0,12.0,-,7.00,-,Right-hand bat,Right-arm offbreak
173,Anya Shrubsole,A Shrubsole,ENG-W,31,12.28,0,42.0,12.00,1.71,42.0,Right-hand bat,Right-arm medium
174,Ayesha Shukhtara Rahman,Shukhtara Rahman,BD-W,11,13.00,1,183.0,49.50,3.24,91.5,Right-hand bat,-
175,Shumaila Mushtaq,Shumaila Mushtaq,PAK-W,3,3.00,0,599.0,35.40,3.54,59.9,Right-hand bat,-
176,Shumaila Qureshi,Shumaila Qureshi,PAK-W,3,7.50,0,108.0,20.00,2.22,54.0,Right-hand bat,Right-arm offbreak
177,Sidra Ameen,Sidra Ameen,PAK-W,32,16.15,3,204.0,-,4.00,-,Right-hand bat,Right-arm medium-fast
178,Sidra Nawaz,Sidra Nawaz,PAK-W,32,7.56,0,25417.000000000004,21.23,2.49,51.0,Right-hand bat,-
179,Lidamulage Dedunu Vindya Vijayanthi Silva,LDVV Silva,SL-W,39,21.69,6,558.0,78.00,3.35,139.5,Right-hand bat,Right-arm medium
180,Sunita Singh,S Singh,IND-W,5,4.50,0,-,-,-,-,Right-hand bat,Right-arm medium
181,Hettimulla Appuhamilage Shashikala Dedunu Siriwardene,HASD Siriwardene,SL-W,114,18.44,7,570.0,16.38,2.24,43.8,Right-hand bat,Right-arm offbreak
182,Suthershini Sivanantham,S Sivanantham,SL-W,6,8.83,0,-,-,-,-,Right-hand bat,Right-arm offbreak
183,Danielle Gloria Kamesha Small,DGK Small,WI-W,10,11.71,0,790.0,62.14,3.30,112.8,Right-hand bat,Right-arm medium-fast
184,Tremayne Dequette Smartt,TD Smartt,WI-W,36,6.03,0,-,-,-,-,Right-hand bat,Right-arm medium
185,Jane Smit,J Smit,ENG-W,33,9.77,0,1365.0,63.30,3.61,105.0,Right-hand bat,-
186,Alicia Ester Smith,AE Smith,SA-W,30,20.62,1,492.0,94.00,3.43,164.0,Right-hand bat,Right-arm fast-medium
187,Anna Michelle Smith,AM Smith,NZ-W,2,5.00,0,1845.0,35.17,3.20,65.8,Right-hand bat,-
188,Bryony Frances Smith,BF Smith,ENG-W,-,-,-,224.99999999999997,90.00,4.80,112.5,Right-hand bat,-
189,Clea Rosemary Smith,CR Smith,AUS-W,14,14.16,0,-,-,-,-,Right-hand bat,Right-arm medium
190,Elizabeth Jane Smith,EJ Smith,SCO-W,2,0.00,0,114.0,-,3.52,-,Right-hand bat,Right-arm medium-fast
191,Jillian Laura Weymouth Smythe,JLW Smythe,IRE-W,6,6.50,0,-,-,-,-,Right-hand bat,Right-arm medium-fast
192,Vootala Sneha Deepthi,V Sneha Deepthi,IND-W,1,4.00,0,78.0,-,3.69,-,Right-hand bat,Right-arm offbreak
193,Brenda Solozano-Rodney,B Solozano-Rodney,WI-W,4,12.75,0,126.0,79.00,3.76,126.0,Right-hand bat,Right-arm offbreak
194,Linda Isobel Spence,LI Spence,SCO-W,6,13.00,0,104.0,10.00,2.30,26.0,Right-hand bat,Right-arm offbreak
195,Laura Spragg,L Spragg,ENG-W,8,10.62,0,574.0,303.00,3.16,574.0,Left-hand bat,Left-arm medium
196,Nikki H Squire,NH Squire,IRE-W,4,5.66,0,-,-,-,-,Right-hand bat,-
197,Rebecca Jayne Steele,RJ Steele,NZ-W,12,6.83,0,1236.0,60.55,2.64,137.3,Right-hand bat,"Left-arm medium, Slow left-arm orthodox"
198,Andrie Steyn,A Steyn,SA-W,31,23.76,4,1030.0,94.00,3.28,171.6,Right-hand bat,Right-arm medium-fast
199,Lisa Carprini Sthalekar,LC Sthalekar,AUS-W,111,30.65,16,12.0,-,5.50,-,Right-hand bat,Right-arm offbreak
fullName,scoreName,team,innings,batAvg,batSR,careerBalls,bowlAvg,bowlEcon,bowlSR,batHand,bowlType
0,Rebecca Stokell,R Stokell,IRE-W,3,7.33,0,1650.0,40.52,3.09,78.5,Right-hand bat,Right-arm medium
1,Hanri Strydom,H Strydom,SA-W,3,15.00,0,601.0,26.84,3.48,46.2,Right-hand bat,Right-arm medium
2,Sukhan Faiz,Sukhan Faiz,PAK-W,2,8.50,0,492.0,123.50,3.01,246.0,Right-hand bat,-
3,Gouher Sultana,G Sultana,IND-W,23,10.66,0,180.0,-,3.10,-,Right-hand bat,Slow left-arm orthodox
4,Sultana Yesmin Boishakhi,Sultana Yesmin,BD-W,5,3.40,0,924.0,55.25,2.87,115.5,Right-hand bat,-
5,Sumaiya Siddiqi,Sumaiya Siddiqi,PAK-W,12,5.44,0,-,-,-,-,Right-hand bat,Right-arm medium
6,Monica Sumra,M Sumra,IND-W,12,27.63,3,-,-,-,-,Right-hand bat,Legbreak
7,Suraiya Azmin,Suraiya Azmin,BD-W,1,0.00,0,1565.0,58.00,4.00,86.9,Right-hand bat,Right-arm medium
8,Manodara Acharige Don Dilani Surangika,MADD Surangika,SL-W,88,18.93,3,-,-,-,-,Right-hand bat,-
9,Caroline Jane Sweetman,CJ Sweetman,SCO-W,4,1.33,0,-,-,-,-,Right-hand bat,Right-arm slow
10,Syeda Aroob Shah,Syeda Aroob Shah,PAK-W,2,0.00,0,780.0,20.47,2.99,41.0,Right-hand bat,Legbreak googly
11,Nicola Symmons,N Symmons,IRE-W,4,3.75,0,-,-,-,-,Right-hand bat,Right-arm medium
12,Angelique Samantha Taai,AS Taai,SA-W,8,12.00,0,329.0,38.80,3.53,65.8,Right-hand bat,Right-arm medium-fast
13,Lea-Marie Maureen Tahuhu,LMM Tahuhu,NZ-W,39,8.14,0,4.0,-,19.50,-,Right-hand bat,Right-arm medium-fast
14,Charlene Olivia Taitt,CO Taitt,WI-W,14,13.30,0,174.0,19.00,2.62,43.5,Right-hand bat,Right-arm offbreak
15,Anne-Maria Suzanne Tanke,AS Tanke,NL-W,32,13.87,1,210.0,121.00,3.45,210.0,Right-hand bat,Legbreak
16,Neha Tanwar,N Tanwar,IND-W,5,9.40,0,420.0,138.50,3.95,210.0,Right-hand bat,Right-arm offbreak
17,Tasqeen Qadeer,Tasqeen Qadeer,PAK-W,19,16.00,0,1076.0,48.21,3.76,76.8,Right-hand bat,Right-arm medium-fast
18,Clare Elizabeth Taylor,CE Taylor,ENG-W,23,12.08,0,3278.9999999999995,41.20,3.24,76.2,Right-hand bat,Right-arm medium
19,Samantha Claire Taylor,SC Taylor,ENG-W,99,42.98,21,7630.000000000001,31.86,3.08,62.0,Right-hand bat,-
20,Sarah Jane Taylor,SJ Taylor,ENG-W,119,38.26,20,-,-,-,-,Right-hand bat,-
21,Stafanie Roxann Taylor,SR Taylor,WI-W,123,44.01,36,128.0,10.33,2.90,21.3,Right-hand bat,Right-arm offbreak
22,Tazia Akhter,Tazia Akhter,BD-W,4,2.75,0,739.0,25.06,3.05,49.2,Right-hand bat,-
23,Pauline Jantina te Beest,PJ te Beest,NL-W,22,37.04,2,-,-,-,-,Right-hand bat,-
24,Claire Simone Terblanche,CS Terblanche,SA-W,18,22.23,1,17.0,-,4.58,-,Right-hand bat,Right-arm offbreak
25,Magdalena Terblanche,M Terblanche,SA-W,31,26.93,4,587.0,36.60,3.74,58.7,Right-hand bat,-
26,Nonkululeko Peaceful Thabethe,NP Thabethe,SA-W,1,0.00,0,822.0,83.00,3.02,164.4,Right-hand bat,Right-arm medium
27,Elriesa Theunissen-Fourie,E Theunissen,SA-W,1,1.00,0,1258.0,42.21,2.81,89.8,Right-hand bat,Right-arm medium
28,Umesha Nimeshani Thimashini,U Thimashini,SL-W,1,2.00,0,1047.0,35.10,3.82,55.1,Right-hand bat,Right-arm offbreak
29,Philippa Thomas-Eudovic,P Thomas,WI-W,17,15.72,0,19202.0,28.93,3.29,52.7,Right-hand bat,Right-arm fast
30,Kirstie Thomson,K Thomson,SA-W,9,18.75,0,-,-,-,-,Right-hand bat,Right-arm medium
31,Elena Joy Tice,EJ Tice,IRE-W,11,1.55,0,569.0,40.83,2.58,94.8,Right-hand bat,Legbreak
32,Haidee Maree Tiffen,HM Tiffen,NZ-W,93,30.81,16,663.0,75.80,3.42,132.6,Right-hand bat,Right-arm medium
