fullName,scoreName,team,innings,batAvg,batSR,careerBalls,bowlAvg,bowlEcon,bowlSR,batHand,bowlType
24,Mahuru Douglas Dai,MD Dai,PNG,8,13.12,82.03,1079.0,29.52,3.11,56.7,Right-hand bat,"Right-arm medium, Legbreak googly"
25,Haris Dajc,H Dajc,Serb,2,2.00,66.66,-,-,-,-,Left-hand bat,Right-arm medium
26,Carl Junior Dala,CJ Dala,SA,4,19.00,67.85,667.0,42.20,3.79,66.7,Right-hand bat,Right-arm medium
27,James William Murray Dalrymple,JWM Dalrymple,ENG,3,20.00,105.26,1626.0,42.26,2.33,108.4,Right-hand bat,Right-arm offbreak
28,Shaun Dalton,S Dalton,CZK-R,1,0.00,0.00,-,-,-,-,Right-hand bat,-
29,Francis Damiao Couana,F Damiao Couana,Moz,7,38.83,130.16,175.0,-,2.88,-,Right-hand bat,Right-arm medium
30,Mahamarakkala Kurukulasooriya Patabendige Akila Dananjaya Perera,A Dananjaya,SL,12,6.12,85.96,743.0,43.23,4.53,57.1,Left-hand bat,"Right-arm offbreak, Legbreak"
31,Petre Danci,P Danci,ROM,2,7.00,63.63,-,-,-,-,Right-hand bat,Right-arm offbreak
32,Hariharan Dandapani,H Dandapani,Fin,3,8.00,53.33,168.0,80.00,2.85,168.0,Right-hand bat,Right-arm offbreak
33,Isaac Danladi,I Danladi,NGA,2,18.50,97.36,3566.9999999999995,37.37,3.01,74.3,Left-hand bat,Slow left-arm orthodox
34,Deunte Akil Pearman Darrell,DAP Darrell,BMUDA,10,8.88,84.21,989.0,24.12,3.51,41.2,Right-hand bat,Right-arm medium
35,Kiran Dasan,K Dasan,,3,38.00,105.55,318.0,137.00,2.58,318.0,Right-hand bat,Right-arm medium
36,Joshua Henry Davey,JH Davey,SCOT,10,16.60,131.74,3348.0,26.09,2.94,53.1,Right-hand bat,Right-arm medium-fast
37,Ramesh Randeer David,RR David,CAN,4,9.75,60.00,1611.0,25.81,2.59,59.6,Right-hand bat,Right-arm offbreak
38,Timothy Hays David,TH David,SGP,14,46.50,158.52,3905.0,36.58,3.76,58.2,Right-hand bat,Right-arm offbreak
39,Henry Davids,H Davids,SA,9,17.88,120.14,21735.0,30.98,2.93,63.3,Right-hand bat,Right-arm medium-fast
40,Steven Michael Davies,SM Davies,ENG,5,20.40,124.39,756.0,38.66,3.68,63.0,Left-hand bat,-
41,Nikolaas Davin,N Davin,NAM,16,22.33,155.09,11099.0,37.42,3.05,73.5,Right-hand bat,Legbreak
42,John Michael Davison,JM Davison,CAN,5,8.80,110.00,288.0,31.60,3.29,57.6,Right-hand bat,Right-arm offbreak
43,Sabawoon Davizi,S Davizi,CZK-R,2,96.00,144.36,192.0,47.00,4.40,64.0,Left-hand bat,Right-arm medium
44,Dawlat Khan Ahmadzi,Dawlat Ahmadzai,AFG,1,-,66.66,6.0,-,3.00,-,Right-hand bat,Right-arm fast-medium
45,Dawlat Zadran,Dawlat Zadran,AFG,17,7.55,161.90,999.0000000000001,37.06,3.56,62.4,Right-hand bat,Right-arm fast-medium
46,Liam Andrew Dawson,LA Dawson,ENG,2,17.00,212.50,-,-,-,-,Right-hand bat,Slow left-arm orthodox
47,Abzal S Dean,AS Dean,CAN,2,4.00,80.00,-,-,-,-,Left-hand bat,Right-arm offbreak
48,Theunis Booysen de Bruyn,TB de Bruyn,SA,2,13.00,162.50,2364.0,29.64,3.83,46.3,Right-hand bat,Right-arm medium-fast
49,Colin de Grandhomme,C de Grandhomme,NZ,34,18.03,143.23,174.0,29.00,2.00,87.0,Right-hand bat,Right-arm medium-fast
50,Tom Nico de Grooth,TN de Grooth,NL,13,20.37,105.16,2072.0,29.02,2.85,60.9,Right-hand bat,Right-arm offbreak
51,Quinton de Kock,Q de Kock,SA,44,31.43,136.07,15157.999999999998,33.13,3.51,56.5,Left-hand bat,-
52,Con de Wet de Lange,CD de Lange,SCOT,3,11.66,159.09,871.9999999999999,28.23,2.52,67.0,Right-hand bat,Slow left-arm orthodox
53,Marchant de Lange,M de Lange,SA,-,-,-,246.0,40.66,2.97,82.0,Right-hand bat,Right-arm fast
54,Christopher James Delaney,CJ Delany,GIBR,4,9.25,61.66,298.0,46.00,2.77,99.3,Right-hand bat,Right-arm medium
55,David Colin Alex Delany,DC Delany,IRE,2,3.50,116.66,240.0,54.00,4.05,80.0,Left-hand bat,Right-arm medium-fast
56,Gareth James Delany,GJ Delany,IRE,21,24.22,150.34,186.0,33.25,4.29,46.5,Right-hand bat,Legbreak googly
57,Diego de la Puente,D de la Puente,Peru,2,3.00,42.85,-,-,-,-,Right-hand bat,Right-arm medium-fast
58,Delawar Khan,Delawar Khan,DEN,8,6.71,117.50,84.0,-,3.14,-,Right-hand bat,Left-arm medium
59,Bas de Leede,BFW de Leede,NL,7,16.33,85.96,594.0,59.00,2.97,118.8,Right-hand bat,Right-arm medium
60,Joseph Liam Denly,JL Denly,ENG,11,9.60,96.96,-,-,-,-,Right-hand bat,Legbreak
61,Narsingh Deonarine,N Deonarine,WI,7,11.00,103.77,24568.0,31.58,3.00,62.9,Left-hand bat,Right-arm offbreak
62,Jade Winston Dernbach,JW Dernbach,ENG,7,4.80,114.28,6.0,-,0.00,-,Right-hand bat,Right-arm fast-medium
63,Parth Ajaykumar Desai,PA Desai,CAN,1,-,57.14,300.0,53.00,3.18,100.0,Right-hand bat,Slow left-arm orthodox
64,Samantha Indika de Saram,SI de Saram,SL,-,-,-,175.0,88.00,3.01,175.0,Right-hand bat,Right-arm offbreak
65,Dhananjaya Maduranga de Silva,DM de Silva,SL,15,22.06,109.96,732.0,33.33,2.45,81.3,Right-hand bat,Right-arm offbreak
66,Pinnaduwage Chaturanga de Silva,PC de Silva,SL,2,11.00,100.00,108.0,-,8.27,-,Left-hand bat,Slow left-arm orthodox
67,Pinnaduwage Wanindu Hasaranga de Silva,PWH de Silva,SL,11,17.57,118.26,1212.0,26.64,2.24,71.2,Right-hand bat,Legbreak
68,Sammu Nirwantha Thikshila de Silva,ST de Silva,SL,2,1.50,42.85,7892.0,31.09,3.30,56.3,Left-hand bat,Right-arm fast-medium
69,Sorawat Desungnoen,S Desungnoen,THAI,2,-,60.00,102.0,14.00,3.29,25.5,Right-hand bat,Right-arm offbreak
70,Anton Paul Devcich,AP Devcich,NZ,4,27.75,140.50,13540.0,21.28,2.43,52.4,Left-hand bat,Slow left-arm orthodox
71,Abraham Benjamin de Villiers,AB de Villiers,SA,75,26.12,135.16,-,-,-,-,Right-hand bat,Right-arm medium
72,Navneet Singh Dhaliwal,NS Dhaliwal,CAN,11,40.11,124.05,186.0,120.00,3.87,186.0,Right-hand bat,Right-arm medium-fast
73,Sunil Dhaniram,S Dhaniram,CAN,9,11.11,81.30,168.0,101.00,3.60,168.0,Left-hand bat,Slow left-arm orthodox
74,Rishi Dhawan,R Dhawan,INDIA,1,-,50.00,90.0,-,4.53,-,Right-hand bat,Right-arm medium-fast
75,Shikhar Dhawan,S Dhawan,INDIA,59,28.35,128.27,264.0,54.00,3.68,88.0,Left-hand bat,Right-arm offbreak
76,Dhiman Ghosh,Dhiman Ghosh,BDESH,1,1.00,50.00,569.0,44.00,3.71,71.1,Right-hand bat,-
77,Mahendra Singh Dhoni,MS Dhoni,INDIA,85,37.60,126.13,1015.0,43.07,3.31,78.0,Right-hand bat,Right-arm medium
78,Brendon John Diamanti,BJ Diamanti,NZ,-,-,-,36.0,-,4.50,-,Right-hand bat,Right-arm medium-fast
79,Dickwella Patabendige Dilantha Niroshan Dickwella,N Dickwella,SL,22,19.50,138.83,6678.0,33.19,3.28,60.7,Left-hand bat,-
80,Valter Dikov,V Dikov,,-,-,-,2940.0,65.24,3.32,117.6,Right-hand bat,Right-arm medium
81,Loku Hettige Danushka Dilhara,LHD Dilhara,SL,1,-,200.00,587.0,62.80,3.20,117.4,Right-hand bat,Right-arm fast-medium
82,Tillakaratne Mudiyanselage Dilshan,TM Dilshan,SL,79,28.19,120.54,1130.0,38.10,4.04,56.5,Right-hand bat,Right-arm offbreak
83,Santana de Jesus Jose Dima,SDJJ Dima,Moz,2,3.00,75.00,3398.9999999999995,45.32,3.44,79.0,Right-hand bat,Right-arm offbreak
84,Ashok Bhimchandra Dinda,AB Dinda,INDIA,2,22.00,91.66,1287.0,50.83,4.26,71.5,Right-hand bat,Right-arm medium-fast
85,Neel Dipakkumar Patel,N Dipakkumar Patel,PNM,1,0.00,-,156.0,-,2.69,-,Right-hand bat,Right-arm offbreak
86,Hendrik Human Dippenaar,HH Dippenaar,SA,1,1.00,20.00,12.0,-,2.50,-,Right-hand bat,Right-arm offbreak
87,Mohit Dixit,M Dixit,LUX,2,27.00,91.52,5209.0,33.15,3.85,51.5,Right-hand bat,Left-arm medium-fast
88,Aleksa Djorovic,A Djorovic,Serb,2,5.50,42.30,2970.0,57.32,3.24,106.0,Right-hand bat,Slow left-arm chinaman
89,George Henry Dockrell,GH Dockrell,IRE,37,13.40,121.26,-,-,-,-,Right-hand bat,Slow left-arm orthodox
90,Xavier John Doherty,XJ Doherty,AUS,4,18.00,105.88,749.0,80.20,3.21,149.8,Left-hand bat,Slow left-arm orthodox
91,Kiplin Doriga,K Doriga,PNG,11,10.60,102.91,-,-,-,-,Right-hand bat,-
92,Jigme Namgyel Dorji,JN Dorji,BHU,1,0.00,-,616.0,29.27,3.13,56.0,Right-hand bat,-
93,Karma Dorji,K Dorji,BHU,-,-,-,164.0,-,3.18,-,Right-hand bat,Right-arm offbreak
94,Ranjung Mikyo Dorji,RM Dorji,BHU,1,27.00,117.39,2853.0,38.64,3.41,67.9,Right-hand bat,Right-arm offbreak
95,Ugyen Dorji,U Dorji,BHU,2,8.00,94.11,-,-,-,-,Right-hand bat,Right-arm medium
96,Allan Craig Douglas,AC Douglas,BMUDA,9,17.25,105.34,-,-,-,-,Right-hand bat,-
97,Travis Montague Dowlin,TM Dowlin,WI,2,68.00,98.55,-,-,-,-,Right-hand bat,Right-arm offbreak
98,Rahul Sharad Dravid,R Dravid,INDIA,1,31.00,147.61,12.0,-,0.00,-,Right-hand bat,Right-arm offbreak
99,Gordon David Drummond,GD Drummond,SCOT,7,7.71,83.07,60.0,-,5.30,-,Right-hand bat,Right-arm medium-fast
100,Shivam Dube,S Dube,INDIA,9,17.50,136.36,1518.0,53.83,2.55,126.5,Left-hand bat,Right-arm medium
101,Ben Matthew Duckett,BM Duckett,ENG,1,9.00,128.57,13300.0,34.63,3.39,61.2,Left-hand bat,Right-arm offbreak
102,Bogdan Dugic,B Dugic,Serb,1,1.00,25.00,300.0,78.00,3.12,150.0,Right-hand bat,Right-arm fast
103,Jean-Paul Duminy,JP Duminy,SA,75,38.68,126.24,-,-,-,-,Left-hand bat,Right-arm offbreak
104,Leslie Adrian Dunbar,LA Dunbar,Serb,2,104.00,167.74,1164.0,30.56,2.52,72.7,Right-hand bat,-
105,Jake Samuel Edward Dunford,JSE Dunford,JER,9,9.00,80.59,1057.0,32.18,2.92,66.0,Right-hand bat,-
106,Ben Robert Dunk,BR Dunk,AUS,5,19.80,143.47,79.0,27.00,4.10,39.5,Left-hand bat,Right-arm offbreak
107,Jonathon Dunn,J Dunn,VAN,3,12.00,87.80,5990.0,41.52,3.24,76.7,Right-hand bat,Right-arm medium
108,Francois du Plessis,F du Plessis,SA/World,47,34.31,134.12,132.0,-,4.77,-,Right-hand bat,Legbreak
109,Ahmet Bora Dursak,AB Dursak,TKY,4,1.00,16.66,84.0,-,4.35,-,Right-hand bat,Right-arm medium-fast
110,Gaurav Dutta,G Dutta,Mex,6,2.33,50.00,3876.0,52.87,2.70,117.4,Right-hand bat,Right-arm medium
111,Nikhil Dutta,N Dutta,CAN,3,15.00,115.38,483.0,172.50,4.28,241.5,Right-hand bat,Right-arm offbreak
112,Philip Steven Eaglestone,PS Eaglestone,IRE,-,-,-,336.0,59.25,4.23,84.0,Left-hand bat,Left-arm medium
113,Kervin R Ebanks,KR Ebanks,Caym,4,3.75,55.55,-,-,-,-,Right-hand bat,Right-arm medium-fast
114,Jekon Edness,J Edness,BMUDA,3,4.33,46.42,462.0,42.62,4.42,57.7,Right-hand bat,-
115,Fidel Henderson Edwards,FH Edwards,WI,4,5.00,111.11,-,-,-,-,Right-hand bat,Right-arm fast
116,Scott Andrew Edwards,SA Edwards,NL,22,23.85,145.85,5306.0,33.12,3.37,58.9,Right-hand bat,-
117,Ehsan Khan,Ehsan Khan,HKG,15,26.71,118.35,12.0,-,2.50,-,Right-hand bat,Right-arm offbreak
118,Ehsan Nawaz,Ehsan Nawaz,HKG,1,0.00,0.00,407.0,70.25,4.14,101.7,Right-hand bat,Right-arm fast-medium
119,Mohammad Elias Sunny,Elias Sunny,BDESH,4,4.50,100.00,4730.0,34.77,3.08,67.5,Left-hand bat,Slow left-arm orthodox
120,Grant David Elliott,GD Elliott,NZ/World,15,15.54,108.91,84.0,69.00,4.92,84.0,Right-hand bat,Right-arm medium
121,Andrew Malcolm Ellis,AM Ellis,NZ,5,8.33,119.04,168.0,85.00,3.03,168.0,Right-hand bat,Right-arm fast-medium
122,Last Emilio,L Emilio,Moz,4,11.00,125.71,324.0,24.50,1.81,81.0,Right-hand bat,-
123,Chris Emmmott,C Emmott,Chile,2,2.00,36.36,708.0,31.33,3.18,59.0,Right-hand bat,Right-arm offbreak
124,Emran Shahbakhsh,Emran Shahbakhsh,Iran,3,1.00,25.00,132.0,-,3.04,-,Right-hand bat,Right-arm medium
125,Rayad Ryan Emrit,RR Emrit,WI,3,5.66,62.96,2902.0,33.02,3.00,65.9,Right-hand bat,Right-arm medium-fast
126,Galkandage Don Romesh Eranga,GDR Eranga,CAN,1,1.00,100.00,84.0,32.00,2.28,84.0,Left-hand bat,Left-arm medium-fast
127,Ranaweera Mudiyanselage Shaminda Eranga,RMS Eranga,SL,1,6.00,85.71,90.0,67.00,4.46,90.0,Right-hand bat,Right-arm fast-medium
128,Merwe Gerhard Erasmus,MG Erasmus,NAM,14,37.00,138.90,-,-,-,-,Right-hand bat,Right-arm offbreak
129,Craig Richard Ervine,CR Ervine,ZIM,23,22.63,100.40,5103.0,35.72,3.19,67.1,Left-hand bat,Right-arm offbreak
130,Ramiro Escobar,R Escobar,Arg,4,22.66,89.47,132.0,-,3.13,-,Right-hand bat,-
131,Alasdair Campbell Evans,AC Evans,SCOT,6,0.20,10.00,720.0,50.66,3.80,80.0,Right-hand bat,Right-arm medium-fast
132,Lester Evile,L Evile,Samoa,1,6.00,85.71,3814.0,20.76,2.44,50.8,Right-hand bat,Right-arm offbreak
133,Fahad Ali,Fahad Ali,,3,1.00,21.42,132.0,-,4.81,-,Right-hand bat,Legbreak
134,Fahad Tariq Raja,Fahad Tariq,UAE,5,4.75,79.16,7619.0,30.47,2.85,64.0,Right-hand bat,Right-arm medium-fast
135,Mahsid Faheem,M Faheem,THAI,3,1.00,42.85,1733.0,60.52,4.40,82.5,-,-
136,Faheem Ashraf,Faheem Ashraf,PAK,18,11.08,120.90,5171.0,24.36,2.99,48.7,Left-hand bat,Right-arm medium
137,Faisal Javed Khan,Faisal Javed,QAT,15,22.00,155.66,-,-,-,-,Right-hand bat,-
138,Faisal Khan,Faisal Khan,Saudi,7,34.33,212.37,4067.0,34.11,2.66,76.7,Right-hand bat,Right-arm medium
139,Faizan Asif,Faizan Asif,UAE,6,13.33,125.00,712.0,38.90,3.27,71.2,Left-hand bat,-
140,Fakhar Zaman,Fakhar Zaman,PAK,33,22.90,136.70,290.0,-,4.13,-,Left-hand bat,Slow left-arm orthodox
141,Md Fakhrul Hussain Mohon,Fakhrul Mohon,PORT,1,0.00,-,-,-,-,-,-,-
142,Faran Afzal,Faran Afzal,ESP,8,20.14,100.71,546.0,31.75,2.79,68.2,Right-hand bat,Right-arm medium
143,Fareed Ahmad Malik,Fareed Ahmad,AFG,1,-,160.00,383.0,29.40,2.30,76.6,Left-hand bat,Left-arm fast-medium
144,Farhad Reza,Farhad Reza,BDESH,9,8.00,81.81,8426.0,40.78,2.81,86.8,Right-hand bat,Right-arm fast-medium
145,Farhan Ahmed,Farhan Ahmed,UAE,1,4.00,50.00,-,-,-,-,Right-hand bat,Slow left-arm orthodox
146,James Peter Faulkner,JP Faulkner,AUS,18,14.45,115.21,-,-,-,-,Right-hand bat,Left-arm fast-medium
147,Fawad Ahmed,Fawad Ahmed,AUS,1,-,60.00,-,-,-,-,Right-hand bat,Legbreak
148,Fawad Alam,Fawad Alam,PAK,17,17.63,114.79,7499.0,52.74,3.58,88.2,Left-hand bat,Slow left-arm orthodox
149,Fayyaz Ahmed,Fayyaz Ahmed,UAE,1,11.00,91.66,630.0,57.60,2.74,126.0,Left-hand bat,Slow left-arm orthodox
150,Ahmad Fayyaz Butt,Fayyaz Butt,OMAN,6,28.50,118.75,-,-,-,-,Right-hand bat,Right-arm medium-fast
151,Fazal Rahman Rahmani,Fazal Niazai,AFG,1,12.00,80.00,1651.0000000000002,79.00,4.01,117.9,Right-hand bat,Right-arm medium
152,Lee Benjamin Ferbrache,LB Ferbrache,GUE,8,17.25,97.18,740.0,56.00,4.08,82.2,Right-hand bat,Right-arm offbreak
153,Hernan Fennell,H Fennell,Arg,5,9.00,117.39,6.0,-,3.00,-,Right-hand bat,Right-arm medium
154,Alejandro Ferguson,A Ferguson,Arg,3,44.00,88.00,150.0,54.00,4.32,75.0,Right-hand bat,-
155,Callum James Ferguson,CJ Ferguson,AUS,3,5.33,84.21,1065.0,51.38,3.76,81.9,Right-hand bat,Right-arm medium
156,Lachlan Hammond Ferguson,LH Ferguson,NZ,1,1.00,33.33,8897.0,27.36,3.32,49.4,Right-hand bat,Right-arm fast
157,Aththachchi Nuwan Pradeep Roshan Fernando,N Pradeep,SL,6,10.00,66.66,-,-,-,-,Right-hand bat,Right-arm fast-medium
158,Binura Fernando,B Fernando,SL,1,-,66.66,601.0,94.00,3.75,150.2,Right-hand bat,Left-arm medium-fast
159,Bodiyabaduge Oshada Piyumal Fernando,BOP Fernando,SL,5,27.25,125.28,-,-,-,-,Right-hand bat,Legbreak
160,Congenige Randhi Dilhara Fernando,CRD Fernando,SL,7,5.00,92.59,-,-,-,-,Right-hand bat,Right-arm fast-medium
161,Muthuthanthrige Vishwa Thilina Fernando,MVT Fernando,SL,1,2.00,100.00,-,-,-,-,Right-hand bat,Left-arm medium-fast
162,Weerahandige Inol Avishka Fernando,WIA Fernando,SL,14,13.92,100.51,192.0,132.00,4.12,192.0,Right-hand bat,Right-arm medium-fast
163,Nicholas John Ferraby,NJ Ferraby,JER,14,23.30,117.89,16498.0,27.66,3.10,53.3,Right-hand bat,Right-arm medium
164,Fiaz Ahmad,Fiaz Ahmad,KUW,1,-,-,623.0,38.25,4.42,51.9,Right-hand bat,Right-arm medium
165,Fiaz Ahmed,Fiaz Ahmed,BHR,8,33.20,130.70,66.0,-,4.54,-,Right-hand bat,-
166,Fida Hussain,Fida Hussain,ITA,1,-,75.00,90.0,-,3.26,-,Right-hand bat,Right-arm medium
167,Aaron James Finch,AJ Finch,AUS,61,38.25,155.87,2489.0,48.00,3.35,85.8,Right-hand bat,Slow left-arm orthodox
168,Shawn Eli Findlay,SE Findlay,WI,2,16.00,103.22,103.00000000000001,-,3.84,-,Left-hand bat,Right-arm medium
169,Steven Thomas Finn,ST Finn,ENG,3,-,73.68,-,-,-,-,Right-hand bat,Right-arm fast-medium
170,Mohd Fitri Bin Mohd Sham,Fitri Sham,MAL,13,6.50,77.61,120.0,-,5.70,-,Left-hand bat,Slow left-arm orthodox
171,James Andrew Fitzgerald,JA Fitzgerald,GIBR,2,-,130.00,90.0,75.00,5.00,90.0,Right-hand bat,Right-arm medium-fast
172,Ryan Flannigan,R Flannigan,SCOT,4,12.66,115.15,12.0,-,7.00,-,Right-hand bat,Right-arm medium
173,Stephen Paul Fleming,SP Fleming,NZ,5,22.00,129.41,42.0,12.00,1.71,42.0,Left-hand bat,-
174,Andre David Stephon Fletcher,ADS Fletcher,WI,40,21.25,108.20,183.0,49.50,3.24,91.5,Right-hand bat,"Right-arm medium-fast, Legbreak"
175,Andrew Flintoff,A Flintoff,ENG,7,12.66,126.66,599.0,35.40,3.54,59.9,Right-hand bat,Right-arm fast-medium
176,Pavel Florin,P Florin,ROM,2,1.00,100.00,108.0,20.00,2.22,54.0,Right-hand bat,Right-arm offbreak
177,Keenan Kadeem Flowers,KK Flowers,Blz,3,10.00,60.60,204.0,-,4.00,-,Right-hand bat,Right-arm medium
178,Clayton Floyd,C Floyd,NL,2,23.00,100.00,25417.000000000004,21.23,2.49,51.0,Right-hand bat,Slow left-arm orthodox
179,Daniel Raymond Flynn,DR Flynn,NZ,5,11.80,115.68,558.0,78.00,3.35,139.5,Left-hand bat,Left-arm slow
180,Benjamin Thomas Foakes,BT Foakes,ENG,-,-,-,-,-,-,-,Right-hand bat,-
181,Christopher Ray Foggo,CR Foggo,BMUDA,3,4.33,76.47,570.0,16.38,2.24,43.8,Right-hand bat,-
182,Bjorn Carl Fortuin,BC Fortuin,SA,2,0.00,0.00,-,-,-,-,Right-hand bat,Slow left-arm orthodox
183,James Savin Foster,JS Foster,ENG,5,12.33,115.62,790.0,62.14,3.30,112.8,Right-hand bat,-
184,Oscar Fournier,O Fournier,CRC,-,-,-,-,-,-,-,Left-hand bat,Right-arm medium
185,James Edward Charles Franklin,JEC Franklin,NZ,31,20.13,118.41,1365.0,63.30,3.61,105.0,Left-hand bat,Left-arm medium
186,Terryn Sunil Fray,TS Fray,BMUDA,10,8.11,76.04,492.0,94.00,3.43,164.0,Right-hand bat,-
187,Julian D Freyone,JD Freyone,GIBR,4,2.00,27.58,1845.0,35.17,3.20,65.8,Right-hand bat,Right-arm medium
188,Chris Fry,C Fry,LUX,1,2.00,33.33,224.99999999999997,90.00,4.80,112.5,Left-hand bat,Right-arm offbreak
189,Jan Nicolaas Frylinck,JN Frylinck,NAM,7,16.33,104.25,-,-,-,-,Left-hand bat,Left-arm fast-medium
190,Robert Frylinck,R Frylinck,SA,-,-,-,114.0,-,3.52,-,Right-hand bat,Right-arm medium
191,Peter Gordon Fulton,PG Fulton,NZ,12,11.54,90.71,-,-,-,-,Right-hand bat,Right-arm medium
192,Shannon Terry Gabriel,ST Gabriel,WI,-,-,-,78.0,-,3.69,-,Right-hand bat,Right-arm fast
193,Georgios Charalampos Galanis,GC Galanis,,1,0.00,0.00,126.0,79.00,3.76,126.0,Left-hand bat,Slow left-arm chinaman
194,Peter Francis Gallagher,PF Gallagher,Fin,3,27.66,122.05,104.0,10.00,2.30,26.0,Right-hand bat,Right-arm offbreak
195,Gautam Gambhir,G Gambhir,INDIA,36,27.41,119.02,574.0,303.00,3.16,574.0,Left-hand bat,Legbreak
196,Aman Rajesh Gandhi,AR Gandhi,KENYA,3,43.00,87.75,-,-,-,-,Right-hand bat,Right-arm offbreak
197,Venkatraman Ganesan,V Ganesan,GER,5,7.20,76.59,1236.0,60.55,2.64,137.3,Left-hand bat,Right-arm offbreak
198,Daren Ganga,D Ganga,WI,1,26.00,83.87,1030.0,94.00,3.28,171.6,Right-hand bat,Right-arm offbreak
199,Cameron John Gannon,CJ Gannon,USA,3,12.00,133.33,12.0,-,5.50,-,Right-hand bat,Right-arm fast-medium
