urlEnd,Team1,Team2,Venue,Country,StartDate,TossWin,TossElect,Score1,Score2,Score3,Score4,Winner,Margin
914237,NZL,AUS,Wellington,NZL,12 Feb 2016,AUS,bowl,183,562,327,-,AUS,an innings and 52 runs
914239,NZL,AUS,Christchurch,NZL,20 Feb 2016,AUS,bowl,370,505,335,201/3,AUS,7 wickets
1019993,PAK,NZL,Christchurch,NZL,17 Nov 2016,NZL,bowl,133,200,171,108/2,NZL,8 wickets
1019995,NZL,PAK,Hamilton,NZL,25 Nov 2016,PAK,bowl,271,216,313/5d,230,NZL,138 runs
1019985,BAN,NZL,Wellington,NZL,12 Jan 2017,NZL,bowl,595/8d,539,160,217/3,NZL,7 wickets
1019987,BAN,NZL,Christchurch,NZL,20 Jan 2017,NZL,bowl,289,354,173,111/1,NZL,9 wickets
1020041,RSA,NZL,Dunedin,NZL,8 Mar 2017,RSA,bat,308,341,224/6,-,draw,-
1020043,NZL,RSA,Wellington,NZL,16 Mar 2017,RSA,bowl,268,359,171,83/2,RSA,8 wickets
1020045,RSA,NZL,Hamilton,NZL,25 Mar 2017,RSA,bat,314,489,80/5,-,draw,-
1115793,WIN,NZL,Wellington,NZL,1 Dec 2017,NZL,bowl,134,520/9d,319,-,NZL,an innings and 67 runs
1115794,NZL,WIN,Hamilton,NZL,9 Dec 2017,WIN,bowl,373,221,291/8d,203,NZL,240 runs
1115780,ENG,NZL,Auckland,NZL,22 Mar 2018,NZL,bowl,58,427/8d,320,-,NZL,an innings and 49 runs
1115781,ENG,NZL,Christchurch,NZL,30 Mar 2018,NZL,bowl,307,278,352/9d,256/8,draw,-
1153838,SRL,NZL,Wellington,NZL,15 Dec 2018,NZL,bowl,282,578,287/3,-,draw,-
1153839,NZL,SRL,Christchurch,NZL,26 Dec 2018,SRL,bowl,178,104,585/4d,236,NZL,423 runs
1153847,BAN,NZL,Hamilton,NZL,28 Feb 2019,NZL,bowl,234,715/6d,429,-,NZL,an innings and 52 runs
1153848,BAN,NZL,Wellington,NZL,8 Mar 2019,NZL,bowl,211,432/6d,209,-,NZL,an innings and 12 runs
1187671,ENG,NZL,Mount Maunganui,NZL,21 Nov 2019,ENG,bat,353,615/9d,197,-,NZL,an innings and 65 runs
1187672,NZL,ENG,Hamilton,NZL,29 Nov 2019,ENG,bowl,375,476,241/2,-,draw,-
1187685,IND,NZL,Wellington,NZL,21 Feb 2020,NZL,bowl,165,348,191,9/0,NZL,10 wickets
1187686,IND,NZL,Christchurch,NZL,29 Feb 2020,NZL,bowl,242,235,124,132/3,NZL,7 wickets
63919,IND,AUS,Mumbai,IND,27 Feb 2001,AUS,bowl,176,349,219,47/0,AUS,10 wickets
63920,AUS,IND,Kolkata,IND,11 Mar 2001,AUS,bat,445,171,657/7d (f/o),212,IND,171 runs
63921,AUS,IND,Chennai,IND,18 Mar 2001,AUS,bat,391,501,264,155/8,IND,2 wickets
63961,ENG,IND,Mohali,IND,3 Dec 2001,IND,bowl,238,469,235,5/0,IND,10 wickets
63962,ENG,IND,Ahmedabad,IND,11 Dec 2001,ENG,bat,407,291,257,198/3,draw,-
63963,ENG,IND,Bengaluru,IND,19 Dec 2001,ENG,bat,336,238,33/0,-,draw,-
63976,ZIM,IND,Nagpur,IND,21 Feb 2002,ZIM,bat,287,570/7d,182,-,IND,an innings and 101 runs
63977,ZIM,IND,Delhi,IND,28 Feb 2002,ZIM,bat,329,354,146,126/6,IND,4 wickets
64004,IND,WIN,Mumbai,IND,9 Oct 2002,IND,bat,457,157,188 (f/o),-,IND,an innings and 112 runs
64005,WIN,IND,Chennai,IND,17 Oct 2002,WIN,bat,167,316,229,81/2,IND,8 wickets
64006,IND,WIN,Kolkata,IND,30 Oct 2002,IND,bat,358,497,471/8,-,draw,-
64046,IND,NZL,Ahmedabad,IND,8 Oct 2003,IND,bat,500/5d,340,209/6d,272/6,draw,-
64047,NZL,IND,Mohali,IND,16 Oct 2003,NZL,bat,630/6d,424,136/4 (f/o),-,draw,-
64099,AUS,IND,Bengaluru,IND,6 Oct 2004,AUS,bat,474,246,228,239,AUS,217 runs
64100,AUS,IND,Chennai,IND,14 Oct 2004,AUS,bat,235,376,369,19/0,draw,-
64101,AUS,IND,Nagpur,IND,26 Oct 2004,AUS,bat,398,185,329/5d,200,AUS,342 runs
64102,IND,AUS,Mumbai,IND,3 Nov 2004,IND,bat,104,203,205,93,IND,13 runs
64109,RSA,IND,Kanpur,IND,20 Nov 2004,RSA,bat,510/9d,466,169/4,-,draw,-
64110,RSA,IND,Kolkata,IND,28 Nov 2004,RSA,bat,305,411,222,120/2,IND,8 wickets
64125,PAK,IND,Mohali,IND,8 Mar 2005,IND,bowl,312,516,496/9d,85/1,draw,-
64126,IND,PAK,Kolkata,IND,16 Mar 2005,IND,bat,407,393,407/9d,226,IND,195 runs
64127,PAK,IND,Bengaluru,IND,24 Mar 2005,PAK,bat,570,449,261/2d,214,PAK,168 runs
226361,IND,SRL,Chennai,IND,2 Dec 2005,IND,bat,167,168/4,-,-,draw,-
226362,IND,SRL,Delhi,IND,10 Dec 2005,IND,bat,290,230,375/6d,247,IND,188 runs
226363,IND,SRL,Ahmedabad,IND,18 Dec 2005,IND,bat,398,206,316/9d,249,IND,259 runs
239025,ENG,IND,Nagpur,IND,1 Mar 2006,ENG,bat,393,323,297/3d,260/6,draw,-
238186,ENG,IND,Mohali,IND,9 Mar 2006,ENG,bat,300,338,181,144/1,IND,9 wickets
238187,ENG,IND,Mumbai,IND,18 Mar 2006,IND,bowl,400,279,191,100,ENG,212 runs
297806,PAK,IND,Delhi,IND,22 Nov 2007,PAK,bat,231,276,247,203/4,IND,6 wickets
297807,IND,PAK,Kolkata,IND,30 Nov 2007,IND,bat,616/5d,456,184/4d,214/4,draw,-
297808,IND,PAK,Bengaluru,IND,8 Dec 2007,IND,bat,626,537,284/6d,162/7,draw,-
332911,RSA,IND,Chennai,IND,26 Mar 2008,RSA,bat,540,627,331/5d,-,draw,-
332912,IND,RSA,Ahmedabad,IND,3 Apr 2008,IND,bat,76,494/7d,328,-,RSA,an innings and 90 runs
332913,RSA,IND,Kanpur,IND,11 Apr 2008,RSA,bat,265,325,121,64/2,IND,8 wickets
345669,AUS,IND,Bengaluru,IND,9 Oct 2008,AUS,bat,430,360,228/6d,177/4,draw,-
345670,IND,AUS,Mohali,IND,17 Oct 2008,IND,bat,469,268,314/3d,195,IND,320 runs
345671,IND,AUS,Delhi,IND,29 Oct 2008,IND,bat,613/7d,577,208/5d,31/0,draw,-
345672,IND,AUS,Nagpur,IND,6 Nov 2008,IND,bat,441,355,295,209,IND,172 runs
361050,ENG,IND,Chennai,IND,11 Dec 2008,ENG,bat,316,241,311/9d,387/4,IND,6 wickets
361051,IND,ENG,Mohali,IND,19 Dec 2008,IND,bat,453,302,251/7d,64/1,draw,-
430881,IND,SRL,Ahmedabad,IND,16 Nov 2009,IND,bat,426,760/7d,412/4,-,draw,-
430882,IND,SRL,Kanpur,IND,24 Nov 2009,IND,bat,642,229,269 (f/o),-,IND,an innings and 144 runs
430883,SRL,IND,Mumbai (BS),IND,2 Dec 2009,SRL,bat,393,726/9d,309,-,IND,an innings and 24 runs
441825,RSA,IND,Nagpur,IND,6 Feb 2010,RSA,bat,558/6d,233,319 (f/o),-,RSA,an innings and 6 runs
441826,RSA,IND,Kolkata,IND,14 Feb 2010,RSA,bat,296,643/6d,290,-,IND,an innings and 57 runs
464526,AUS,IND,Mohali,IND,1 Oct 2010,AUS,bat,428,405,192,216/9,IND,1 wicket
464527,AUS,IND,Bengaluru,IND,9 Oct 2010,AUS,bat,478,495,223,207/3,IND,7 wickets
464531,IND,NZL,Ahmedabad,IND,4 Nov 2010,IND,bat,487,459,266,22/1,draw,-
464532,NZL,IND,Hyderabad (Deccan),IND,12 Nov 2010,NZL,bat,350,472,448/8d,68/0,draw,-
464533,NZL,IND,Nagpur,IND,20 Nov 2010,NZL,bat,193,566/8d,175,-,IND,an innings and 198 runs
535997,WIN,IND,Delhi,IND,6 Nov 2011,WIN,bat,304,209,180,276/5,IND,5 wickets
535998,IND,WIN,Kolkata,IND,14 Nov 2011,IND,bat,631/7d,153,463 (f/o),-,IND,an innings and 15 runs
535999,WIN,IND,Mumbai,IND,22 Nov 2011,WIN,bat,590,482,134,242/9,draw,-
565817,IND,NZL,Hyderabad (Deccan),IND,23 Aug 2012,IND,bat,438,159,164 (f/o),-,IND,an innings and 115 runs
565818,NZL,IND,Bengaluru,IND,31 Aug 2012,NZL,bat,365,353,248,262/5,IND,5 wickets
565806,IND,ENG,Ahmedabad,IND,15 Nov 2012,IND,bat,521/8d,191,406 (f/o),80/1,IND,9 wickets
565807,IND,ENG,Mumbai,IND,23 Nov 2012,IND,bat,327,413,142,58/0,ENG,10 wickets
565808,IND,ENG,Kolkata,IND,5 Dec 2012,IND,bat,316,523,247,41/3,ENG,7 wickets
565809,ENG,IND,Nagpur,IND,13 Dec 2012,ENG,bat,330,326/9d,352/4d,-,draw,-
598812,AUS,IND,Chennai,IND,22 Feb 2013,AUS,bat,380,572,241,50/2,IND,8 wickets
598813,AUS,IND,Hyderabad (Deccan),IND,2 Mar 2013,AUS,bat,237/9d,503,131,-,IND,an innings and 135 runs
598814,AUS,IND,Mohali,IND,14 Mar 2013,AUS,bat,408,499,223,136/4,IND,6 wickets
598815,AUS,IND,Delhi,IND,22 Mar 2013,AUS,bat,262,272,164,158/4,IND,6 wickets
676525,WIN,IND,Kolkata,IND,6 Nov 2013,WIN,bat,234,453,168,-,IND,an innings and 51 runs
676527,WIN,IND,Mumbai,IND,14 Nov 2013,IND,bowl,182,495,187,-,IND,an innings and 126 runs
903603,IND,RSA,Mohali,IND,5 Nov 2015,IND,bat,201,184,200,109,IND,108 runs
903605,RSA,IND,Bengaluru,IND,14 Nov 2015,IND,bowl,214,80/0,-,-,draw,-
903607,IND,RSA,Nagpur,IND,25 Nov 2015,IND,bat,215,79,173,185,IND,124 runs
903609,IND,RSA,Delhi,IND,3 Dec 2015,IND,bat,334,121,267/5d,143,IND,337 runs
1030213,IND,NZL,Kanpur,IND,22 Sep 2016,IND,bat,318,262,377/5d,236,IND,197 runs
1030215,IND,NZL,Kolkata,IND,30 Sep 2016,IND,bat,316,204,263,197,IND,178 runs
1030217,IND,NZL,Indore,IND,8 Oct 2016,IND,bat,557/5d,299,216/3d,153,IND,321 runs
1034809,ENG,IND,Rajkot,IND,9 Nov 2016,ENG,bat,537,488,260/3d,172/6,draw,-
1034811,IND,ENG,Visakhapatnam,IND,17 Nov 2016,IND,bat,455,255,204,158,IND,246 runs
1034813,ENG,IND,Mohali,IND,26 Nov 2016,ENG,bat,283,417,236,104/2,IND,8 wickets
1034815,ENG,IND,Mumbai,IND,8 Dec 2016,ENG,bat,400,631,195,-,IND,an innings and 36 runs
1034817,ENG,IND,Chennai,IND,16 Dec 2016,ENG,bat,477,759/7d,207,-,IND,an innings and 75 runs
1041761,IND,BAN,Hyderabad (Deccan),IND,9 Feb 2017,IND,bat,687/6d,388,159/4d,250,IND,208 runs
1062573,AUS,IND,Pune,IND,23 Feb 2017,AUS,bat,260,105,285,107,AUS,333 runs
1062574,IND,AUS,Bengaluru,IND,4 Mar 2017,IND,bat,189,276,274,112,IND,75 runs
1062575,AUS,IND,Ranchi,IND,16 Mar 2017,AUS,bat,451,603/9d,204/6,-,draw,-
1062576,AUS,IND,Dharamsala,IND,25 Mar 2017,AUS,bat,300,332,137,106/2,IND,8 wickets
1122723,IND,SRL,Kolkata,IND,16 Nov 2017,SRL,bowl,172,294,352/8d,75/7,draw,-
1122724,SRL,IND,Nagpur,IND,24 Nov 2017,SRL,bat,205,610/6d,166,-,IND,an innings and 239 runs
1122725,IND,SRL,Delhi,IND,2 Dec 2017,IND,bat,536/7d,373,246/5d,299/5,draw,-
1133983,IND,AFG,Bengaluru,IND,14 Jun 2018,IND,bat,474,109,103 (f/o),-,IND,an innings and 262 runs
1157752,IND,WIN,Rajkot,IND,4 Oct 2018,IND,bat,649/9d,181,196 (f/o),-,IND,an innings and 272 runs
1157753,WIN,IND,Hyderabad (Deccan),IND,12 Oct 2018,WIN,bat,311,367,127,75/0,IND,10 wickets
1168120,IRE,AFG,Dehradun,IND,15 Mar 2019,IRE,bat,172,314,288,149/3,AFG,7 wickets
1187007,IND,RSA,Visakhapatnam,IND,2 Oct 2019,IND,bat,502/7d,431,323/4d,191,IND,203 runs
1187008,IND,RSA,Pune,IND,10 Oct 2019,IND,bat,601/5d,275,189 (f/o),-,IND,an innings and 137 runs
1187009,IND,RSA,Ranchi,IND,19 Oct 2019,IND,bat,497/9d,162,133 (f/o),-,IND,an innings and 202 runs
1187016,BAN,IND,Indore,IND,14 Nov 2019,BAN,bat,150,493/6d,213,-,IND,an innings and 130 runs
1187017,BAN,IND,Kolkata,IND,22 Nov 2019,BAN,bat,106,347/9d,195,-,IND,an innings and 46 runs
1193500,AFG,WIN,Lucknow,IND,27 Nov 2019,WIN,bowl,187,277,120,33/1,WIN,9 wickets
63946,BAN,PAK,Multan,PAK,29 Aug 2001,BAN,bat,134,546/3d,148,-,PAK,an innings and 264 runs
63948,PAK,SRL,Lahore,PAK,6 Mar 2002,SRL,bowl,234,528,325,33/2,SRL,8 wickets
63989,PAK,NZL,Lahore,PAK,1 May 2002,PAK,bat,643,73,246 (f/o),-,PAK,an innings and 324 runs
64043,BAN,PAK,Karachi,PAK,20 Aug 2003,PAK,bowl,288,346,274,217/3,PAK,7 wickets
64044,BAN,PAK,Peshawar,PAK,27 Aug 2003,BAN,bat,361,295,96,165/1,PAK,9 wickets
64045,BAN,PAK,Multan,PAK,3 Sep 2003,BAN,bat,281,175,154,262/9,PAK,1 wicket
64050,RSA,PAK,Lahore,PAK,17 Oct 2003,RSA,bat,320,401,241,164/2,PAK,8 wickets
64051,RSA,PAK,Faisalabad,PAK,24 Oct 2003,RSA,bat,278,348,371/8d,242/6,draw,-
64081,IND,PAK,Multan,PAK,28 Mar 2004,IND,bat,675/5d,407,216 (f/o),-,IND,an innings and 52 runs
64082,IND,PAK,Lahore,PAK,5 Apr 2004,IND,bat,287,489,241,40/1,PAK,9 wickets
64083,PAK,IND,Rawalpindi,PAK,13 Apr 2004,IND,bowl,224,600,245,-,IND,an innings and 131 runs
64105,SRL,PAK,Faisalabad,PAK,20 Oct 2004,SRL,bat,243,264,438,216,SRL,201 runs
64106,SRL,PAK,Karachi,PAK,28 Oct 2004,PAK,bowl,208,478,406,139/4,PAK,6 wickets
225443,PAK,ENG,Multan,PAK,12 Nov 2005,PAK,bat,274,418,341,175,PAK,22 runs
226350,PAK,ENG,Faisalabad,PAK,20 Nov 2005,PAK,bat,462,446,268/9d,164/6,draw,-
226351,ENG,PAK,Lahore,PAK,29 Nov 2005,ENG,bat,288,636/8d,248,-,PAK,an innings and 100 runs
232615,PAK,IND,Lahore,PAK,13 Jan 2006,PAK,bat,679/7d,410/1,-,-,draw,-
233797,PAK,IND,Faisalabad,PAK,21 Jan 2006,PAK,bat,588,603,490/8d,21/0,draw,-
234783,PAK,IND,Karachi,PAK,29 Jan 2006,IND,bowl,245,238,599/7d,265,PAK,341 runs
257765,WIN,PAK,Lahore,PAK,11 Nov 2006,WIN,bat,206,485,291,13/1,PAK,9 wickets
257766,PAK,WIN,Multan,PAK,19 Nov 2006,PAK,bat,357,591,461/7,-,draw,-
257767,PAK,WIN,Karachi,PAK,27 Nov 2006,PAK,bat,304,260,399/6d,244,PAK,199 runs
299004,RSA,PAK,Karachi,PAK,1 Oct 2007,RSA,bat,450,291,264/7d,263,RSA,160 runs
299005,RSA,PAK,Lahore,PAK,8 Oct 2007,RSA,bat,357,206,305/4d,316/4,draw,-
388993,SRL,PAK,Karachi,PAK,21 Feb 2009,SRL,bat,644/7d,765/6d,144/5,-,draw,-
388994,SRL,PAK,Lahore,PAK,1 Mar 2009,PAK,bowl,606,110/1,-,-,draw,-
1206635,SRL,PAK,Rawalpindi,PAK,11 Dec 2019,SRL,bat,308/6d,252/2,-,-,draw,-
1206636,PAK,SRL,Karachi,PAK,19 Dec 2019,PAK,bat,191,271,555/3d,212,PAK,263 runs
1213062,BAN,PAK,Rawalpindi,PAK,7 Feb 2020,PAK,bowl,233,445,168,-,PAK,an innings and 44 runs
63916,SRL,ENG,Galle,SRL,22 Feb 2001,SRL,bat,470/5d,253,189 (f/o),-,SRL,an innings and 28 runs
63917,SRL,ENG,Kandy,SRL,7 Mar 2001,SRL,bat,297,387,250,161/7,ENG,3 wickets
63918,SRL,ENG,Colombo (SSC),SRL,15 Mar 2001,SRL,bat,241,249,81,74/6,ENG,4 wickets
63943,IND,SRL,Galle,SRL,14 Aug 2001,SRL,bowl,187,362,180,6/0,SRL,10 wickets
63944,SRL,IND,Kandy,SRL,22 Aug 2001,IND,bowl,274,232,221,264/3,IND,7 wickets
63945,IND,SRL,Colombo (SSC),SRL,29 Aug 2001,IND,bat,234,610/6d,299,-,SRL,an innings and 77 runs
63947,BAN,SRL,Colombo (SSC),SRL,6 Sep 2001,SRL,bowl,90,555/5d,328,-,SRL,an innings and 137 runs
63958,WIN,SRL,Galle,SRL,13 Nov 2001,WIN,bat,448,590/9d,144,6/0,SRL,10 wickets
63959,SRL,WIN,Kandy,SRL,21 Nov 2001,SRL,bat,288,191,224/6d,190,SRL,131 runs
63960,WIN,SRL,Colombo (SSC),SRL,29 Nov 2001,WIN,bat,390,627/9d,262,27/0,SRL,10 wickets
63969,SRL,ZIM,Colombo (SSC),SRL,27 Dec 2001,ZIM,bowl,586/6d,184,236 (f/o),-,SRL,an innings and 166 runs
63970,ZIM,SRL,Kandy,SRL,4 Jan 2002,ZIM,bat,236,505,175,-,SRL,an innings and 94 runs
63971,SRL,ZIM,Galle,SRL,12 Jan 2002,SRL,bat,418,236,212/2d,79,SRL,315 runs
63995,BAN,SRL,Colombo (PSS),SRL,21 Jul 2002,SRL,bowl,161,541/9d,184,-,SRL,an innings and 196 runs
63996,SRL,BAN,Colombo (SSC),SRL,28 Jul 2002,BAN,bowl,373,164,263/2d,184,SRL,288 runs
64001,AUS,PAK,Colombo (PSS),SRL,3 Oct 2002,AUS,bat,467,279,127,274,AUS,41 runs
64030,NZL,SRL,Colombo (PSS),SRL,25 Apr 2003,NZL,bat,515/7d,483,161/5d,-,draw,-
64031,NZL,SRL,Kandy,SRL,3 May 2003,NZL,bat,305,298,183,72/1,draw,-
64056,SRL,ENG,Galle,SRL,2 Dec 2003,SRL,bat,331,235,226,210/9,draw,-
64057,SRL,ENG,Kandy,SRL,10 Dec 2003,SRL,bat,382,294,279/7d,285/7,draw,-
64058,ENG,SRL,Colombo (SSC),SRL,18 Dec 2003,ENG,bat,265,628/8d,148,-,SRL,an innings and 215 runs
64071,AUS,SRL,Galle,SRL,8 Mar 2004,AUS,bat,220,381,512/8d,154,AUS,197 runs
64072,AUS,SRL,Kandy,SRL,16 Mar 2004,AUS,bat,120,211,442,324,AUS,27 runs
64073,AUS,SRL,Colombo (SSC),SRL,24 Mar 2004,AUS,bat,401,407,375,248,AUS,121 runs
64097,SRL,RSA,Galle,SRL,4 Aug 2004,SRL,bat,486,376,214/9d,203/3,draw,-
64098,SRL,RSA,Colombo (SSC),SRL,11 Aug 2004,SRL,bat,470,189,211/4d,179,SRL,313 runs
213347,WIN,SRL,Colombo (SSC),SRL,13 Jul 2005,WIN,bat,285,227,113,172/4,SRL,6 wickets
214009,SRL,WIN,Kandy,SRL,22 Jul 2005,WIN,bowl,150,148,375/7d,137,SRL,240 runs
218813,BAN,SRL,Colombo (RPS),SRL,12 Sep 2005,SRL,bowl,188,370/9d,86,-,SRL,an innings and 96 runs
219612,SRL,BAN,Colombo (PSS),SRL,20 Sep 2005,SRL,bat,457/9d,191,197 (f/o),-,SRL,an innings and 69 runs
238216,SRL,PAK,Colombo (SSC),SRL,26 Mar 2006,PAK,bowl,185,176,448/5d,337/4,draw,-
238217,SRL,PAK,Kandy,SRL,3 Apr 2006,PAK,bowl,279,170,73,183/2,PAK,8 wickets
249193,RSA,SRL,Colombo (SSC),SRL,27 Jul 2006,RSA,bat,169,756/5d,434,-,SRL,an innings and 153 runs
249194,RSA,SRL,Colombo (PSS),SRL,4 Aug 2006,RSA,bat,361,321,311,352/9,SRL,1 wicket
293478,BAN,SRL,Colombo (SSC),SRL,25 Jun 2007,SRL,bowl,89,577/6d,254,-,SRL,an innings and 234 runs
293479,BAN,SRL,Colombo (PSS),SRL,3 Jul 2007,SRL,bowl,62,451/6d,299,-,SRL,an innings and 90 runs
293480,BAN,SRL,Kandy,SRL,11 Jul 2007,SRL,bowl,131,500/4d,176,-,SRL,an innings and 193 runs
291222,SRL,ENG,Kandy,SRL,1 Dec 2007,SRL,bat,188,281,442/8d,261,SRL,88 runs
291223,ENG,SRL,Colombo (SSC),SRL,9 Dec 2007,ENG,bat,351,548/9d,250/3,-,draw,-
291224,SRL,ENG,Galle,SRL,18 Dec 2007,ENG,bowl,499/8d,81,251/6 (f/o),-,draw,-
343729,SRL,IND,Colombo (SSC),SRL,23 Jul 2008,SRL,bat,600/6d,223,138 (f/o),-,SRL,an innings and 239 runs
343730,IND,SRL,Galle,SRL,31 Jul 2008,IND,bat,329,292,269,136,IND,170 runs
343731,IND,SRL,Colombo (PSS),SRL,8 Aug 2008,IND,bat,249,396,268,123/2,SRL,8 wickets
403367,SRL,PAK,Galle,SRL,4 Jul 2009,PAK,bowl,292,342,217,117,SRL,50 runs
403368,PAK,SRL,Colombo (PSS),SRL,12 Jul 2009,PAK,bat,90,240,320,171/3,SRL,7 wickets
403369,PAK,SRL,Colombo (SSC),SRL,20 Jul 2009,SRL,bowl,299,233,425/9d,391/4,draw,-
403378,SRL,NZL,Galle,SRL,18 Aug 2009,NZL,bowl,452,299,259/4d,210,SRL,202 runs
403379,SRL,NZL,Colombo (SSC),SRL,26 Aug 2009,SRL,bat,416,234,311/5d,397,SRL,96 runs
456669,SRL,IND,Galle,SRL,18 Jul 2010,SRL,bat,520/8d,276,338 (f/o),96/0,SRL,10 wickets
456670,SRL,IND,Colombo (SSC),SRL,26 Jul 2010,SRL,bat,642/4d,707,129/3d,-,draw,-
456671,SRL,IND,Colombo (PSS),SRL,3 Aug 2010,SRL,bat,425,436,267,258/5,IND,5 wickets
464987,WIN,SRL,Galle,SRL,15 Nov 2010,WIN,bat,580/9d,378,241/4 (f/o),-,draw,-
464988,SRL,WIN,Colombo (RPS),SRL,23 Nov 2010,SRL,bat,387/9d,243,57/1d,12/2,draw,-
516212,AUS,SRL,Galle,SRL,31 Aug 2011,AUS,bat,273,105,210,253,AUS,125 runs
516213,SRL,AUS,Pallekele,SRL,8 Sep 2011,SRL,bat,174,411/7d,317/6,-,draw,-
516214,AUS,SRL,Colombo (SSC),SRL,16 Sep 2011,SRL,bowl,316,473,488,7/0,draw,-
521225,SRL,ENG,Galle,SRL,26 Mar 2012,SRL,bat,318,193,214,264,SRL,75 runs
521226,SRL,ENG,Colombo (PSS),SRL,3 Apr 2012,SRL,bat,275,460,278,97/2,ENG,8 wickets
562444,SRL,PAK,Galle,SRL,22 Jun 2012,SRL,bat,472,100,137/5d,300,SRL,209 runs
562445,PAK,SRL,Colombo (SSC),SRL,30 Jun 2012,SRL,bowl,551/6d,391,100/2d,86/2,draw,-
562446,PAK,SRL,Pallekele,SRL,8 Jul 2012,SRL,bowl,226,337,380/8d,195/4,draw,-
582192,NZL,SRL,Galle,SRL,17 Nov 2012,NZL,bat,221,247,118,93/0,SRL,10 wickets
582193,NZL,SRL,Colombo (PSS),SRL,25 Nov 2012,NZL,bat,412,244,194/9d,195,NZL,167 runs
602472,SRL,BAN,Galle,SRL,8 Mar 2013,SRL,bat,570/4d,638,335/4d,70/1,draw,-
602473,BAN,SRL,Colombo (RPS),SRL,16 Mar 2013,SRL,bowl,240,346,265,160/3,SRL,7 wickets
730089,RSA,SRL,Galle,SRL,16 Jul 2014,RSA,bat,455/9d,292,206/6d,216,RSA,153 runs
730091,SRL,RSA,Colombo (SSC),SRL,24 Jul 2014,SRL,bat,421,282,229/8d,159/8,draw,-
745153,PAK,SRL,Galle,SRL,6 Aug 2014,PAK,bat,451,533/9d,180,99/3,SRL,7 wickets
745155,SRL,PAK,Colombo (SSC),SRL,14 Aug 2014,SRL,bat,320,332,282,165,SRL,105 runs
860263,SRL,PAK,Galle,SRL,17 Jun 2015,PAK,bowl,300,417,206,92/0,PAK,10 wickets
860265,PAK,SRL,Colombo (PSS),SRL,25 Jun 2015,PAK,bat,138,315,329,153/3,SRL,7 wickets
860267,SRL,PAK,Pallekele,SRL,3 Jul 2015,PAK,bowl,278,215,313,382/3,PAK,7 wickets
895773,SRL,IND,Galle,SRL,12 Aug 2015,SRL,bat,183,375,367,112,SRL,63 runs
895775,IND,SRL,Colombo (PSS),SRL,20 Aug 2015,IND,bat,393,306,325/8d,134,IND,278 runs
895777,IND,SRL,Colombo (SSC),SRL,28 Aug 2015,SRL,bowl,312,201,274,268,IND,117 runs
915773,SRL,WIN,Galle,SRL,14 Oct 2015,SRL,bat,484,251,227 (f/o),-,SRL,an innings and 6 runs
915775,SRL,WIN,Colombo (PSS),SRL,22 Oct 2015,SRL,bat,200,163,206,171,SRL,72 runs
995451,SRL,AUS,Pallekele,SRL,26 Jul 2016,SRL,bat,117,203,353,161,SRL,106 runs
995453,SRL,AUS,Galle,SRL,4 Aug 2016,SRL,bat,281,106,237,183,SRL,229 runs
995455,SRL,AUS,Colombo (SSC),SRL,13 Aug 2016,SRL,bat,355,379,347/8d,160,SRL,163 runs
1083444,SRL,BAN,Galle,SRL,7 Mar 2017,SRL,bat,494,312,274/6d,197,SRL,259 runs
1083445,SRL,BAN,Colombo (PSS),SRL,15 Mar 2017,SRL,bat,338,467,319,191/6,BAN,4 wickets
1104483,ZIM,SRL,Colombo (RPS),SRL,14 Jul 2017,ZIM,bat,356,346,377,391/6,SRL,4 wickets
1109602,IND,SRL,Galle,SRL,26 Jul 2017,IND,bat,600,291,240/3d,245,IND,304 runs
1109603,IND,SRL,Colombo (SSC),SRL,3 Aug 2017,IND,bat,622/9d,183,386 (f/o),-,IND,an innings and 53 runs
1109604,IND,SRL,Pallekele,SRL,12 Aug 2017,IND,bat,487,135,181 (f/o),-,IND,an innings and 171 runs
1142581,SRL,RSA,Galle,SRL,12 Jul 2018,SRL,bat,287,126,190,73,SRL,278 runs
1142582,SRL,RSA,Colombo (SSC),SRL,20 Jul 2018,SRL,bat,338,124,275/5d,290,SRL,199 runs
1140385,ENG,SRL,Galle,SRL,6 Nov 2018,ENG,bat,342,203,322/6d,250,ENG,211 runs
1140386,ENG,SRL,Pallekele,SRL,14 Nov 2018,ENG,bat,290,336,346,243,ENG,57 runs
1140387,ENG,SRL,Colombo (SSC),SRL,23 Nov 2018,ENG,bat,336,240,230,284,ENG,42 runs
1192873,NZL,SRL,Galle,SRL,14 Aug 2019,NZL,bat,249,267,285,268/4,SRL,6 wickets
1192874,SRL,NZL,Colombo (PSS),SRL,22 Aug 2019,SRL,bat,244,431/6d,122,-,NZL,an innings and 65 runs
63930,BAN,ZIM,Bulawayo,ZIM,19 Apr 2001,ZIM,bowl,257,457,168,-,ZIM,an innings and 32 runs
63931,BAN,ZIM,Harare,ZIM,26 Apr 2001,ZIM,bowl,254,421/9d,266,100/2,ZIM,8 wickets
63934,ZIM,IND,Bulawayo,ZIM,7 Jun 2001,ZIM,bat,173,318,328,184/2,IND,8 wickets
63935,IND,ZIM,Harare,ZIM,15 Jun 2001,IND,bat,237,315,234,157/6,ZIM,4 wickets
63941,ZIM,WIN,Bulawayo,ZIM,19 Jul 2001,ZIM,bat,155,559/6d,228,-,WIN,an innings and 176 runs
