fullName,scoreName,team,innings,batAvg,batSR,careerBalls,bowlAvg,bowlEcon,bowlSR,batHand,bowlType
Jomel Warrican,JA Warrican,WI,14,28.4,56.12,1546,39.63,3.38,70.2,Right-hand bat,Slow left-arm orthodox
Dwight Washington,DM Washington,WI,1,-,28,174,-,3.2,-,Right-hand bat,Right-arm fast
Wasim Akram,Wasim Akram,PAK,4,27.66,74.77,652,60.2,2.76,130.4,Left-hand bat,Left-arm fast
Brighton Watambwa,BT Watambwa,ZIM,8,3.66,18.64,931,35,3.15,66.5,Right-hand bat,Right-arm fast-medium
BJ Watling,BJ Watling,NZ,110,38.5,42.35,-,-,-,-,Right-hand bat,-
Shane Watson,SR Watson,AUS,109,35.19,52.59,5495,33.68,2.75,73.2,Right-hand bat,Right-arm fast-medium
Mark Waugh,ME Waugh,AUS,32,38.68,55.4,779,48.88,3.38,86.5,Right-hand bat,"Right-arm medium, Right-arm offbreak"
Steve Waugh,SR Waugh,AUS,52,52.13,52.07,630,88,2.51,210,Right-hand bat,Right-arm medium
Chanaka Welegedara,UWMBCA Welegedara,SL,30,9.08,51.53,3799,41.32,3.58,69,Right-hand bat,Left-arm fast-medium
Tom Westley,T Westley,ENG,9,24.12,42.6,24,-,3,-,Right-hand bat,Right-arm offbreak
Craig White,C White,ENG,28,28.08,47.78,2044,48.38,3.69,78.6,Right-hand bat,"Right-arm fast-medium, Right-arm offbreak"
Cameron White,CL White,AUS,7,29.2,44.24,558,68.4,3.67,111.6,Right-hand bat,Legbreak googly
Guy Whittall,GJ Whittall,ZIM,16,28.33,44.17,514,237,2.76,514,Right-hand bat,Right-arm medium
Pramodya Wickramasinghe,GP Wickramasinghe,SL,2,11,73.33,75,25.5,4.08,37.5,Right-hand bat,Right-arm fast-medium
Gayan Wijekoon,G Wijekoon,SL,3,12.66,40.86,114,33,3.47,57,Left-hand bat,Left-arm medium
Brad Williams,BA Williams,AUS,6,7.66,56.09,852,45.11,2.85,94.6,Right-hand bat,Right-arm fast
Stuart Williams,SC Williams,WI,5,22.75,62.32,1773,48.68,3.13,93.3,Right-hand bat,Right-arm medium
Sean Williams,SC Williams,ZIM,24,33.47,56.99,-,-,-,-,Left-hand bat,Slow left-arm orthodox
Kane Williamson,KS Williamson,NZ,140,50.99,51.63,2103,40.62,3.36,72.5,Right-hand bat,Right-arm offbreak
Charl Willoughby,CM Willoughby,SA,-,-,-,300,125,2.5,300,Left-hand bat,Left-arm fast-medium
Gary Wilson,GC Wilson,IRE,4,15,39.47,-,-,-,-,Right-hand bat,-
Paul Wiseman,PJ Wiseman,NZ,15,23,45.32,2860,55.53,3.26,102.1,Right-hand bat,Right-arm offbreak
Craig Wishart,CB Wishart,ZIM,26,29.92,54.06,-,-,-,-,Right-hand bat,Right-arm offbreak
Chris Woakes,CR Woakes,ENG,57,25.6,50.1,6110,29.4,3.06,57.6,Right-hand bat,Right-arm fast-medium
Mark Wood,MA Wood,ENG,28,18.13,67.39,2963,32.36,3.27,59.2,Right-hand bat,Right-arm fast
Jayant Yadav,J Yadav,INDIA,6,45.6,44.27,627,33.36,3.51,57,Right-hand bat,Right-arm offbreak
Umesh Yadav,UT Yadav,INDIA,52,11.33,49.85,7383,30.47,3.56,51.2,Right-hand bat,Right-arm fast
Yamin Ahmadzai,Yamin Ahmadzai,AFG,7,4.42,37.34,420,21.1,3.01,42,Right-hand bat,Right-arm medium-fast
Yasir Ali,Yasir Ali,PAK,2,-,20,120,27.5,2.75,60,Right-hand bat,Right-arm fast-medium
Yasir Arafat,Yasir Arafat,PAK,3,47,46.76,627,48.66,4.19,69.6,Right-hand bat,Right-arm fast-medium
Yasir Hameed,Yasir Hameed,PAK,49,32.41,57.61,78,-,5.53,-,Right-hand bat,"Right-arm medium, Right-arm offbreak"
Yasir Shah,Yasir Shah,PAK,58,13.59,46.23,12211,30.52,3.19,57.3,Right-hand bat,Legbreak googly
Tinu Yohannan,T Yohannan,INDIA,4,-,43.33,486,51.2,3.16,97.2,Right-hand bat,Right-arm medium-fast
Reece Young,RA Young,NZ,10,24.14,40.33,-,-,-,-,Right-hand bat,-
Younis Khan,Younis Khan,PAK,199,53.56,52.56,804,54.55,3.66,89.3,Right-hand bat,"Right-arm medium, Legbreak"
Yuvraj Singh,Yuvraj Singh,INDIA,62,33.92,57.97,931,60.77,3.52,103.4,Left-hand bat,Slow left-arm orthodox
Zahir Khan,Zahir Khan,AFG,4,0,0,222,31.6,4.27,44.4,Left-hand bat,Slow left-arm chinaman
Ziaur Rahman,Ziaur Rahman,BDESH,2,7,35,180,17.75,2.36,45,Right-hand bat,Right-arm fast-medium
Monde Zondeki,M Zondeki,SA,5,16.4,36.28,780,25.26,3.69,41,Right-hand bat,Right-arm fast
Nuwan Zoysa,DNT Zoysa,SL,22,7.27,39.93,2720,34.95,3.08,68,Left-hand bat,Left-arm fast-medium
Zubayr Hamza,Zubayr Hamza,SA,10,18.1,53.23,-,-,-,-,Right-hand bat,Legbreak
Zulfiqar Babar,Zulfiqar Babar,PAK,18,16,69.56,4478,39.42,2.85,82.9,Right-hand bat,Slow left-arm orthodox
Zulqarnain Haider,Zulqarnain Haider,PAK,2,44,43.78,-,-,-,-,Right-hand bat,-
